TIMESTAMP,Wind speed at 10 m (m/s),Wind direction at 10 m (°),Air temperature at 5 m (°C),Relative humidity at 5 m (%),Precipitation at 10 m (mm),Air pressure (hPa),Infrared temperature (°C),Infrared temperature (°C),PAR_down,PAR_up,Incoming shortwave radiation (W/m^2),Outgoing shortwave radiation (W/m^2),Incoming longwave radiation (W/m^2),Outgoing longwave radiation (W/m^2),Net radiation (W/m^2),Soil heat flux at - 0.06 m (W/m^2) - 1,Soil heat flux at - 0.06 m (W/m^2) - 2,Soil heat flux at - 0.06 m (W/m^2) - 3,Soil moisture at - 0.04 m (%),Soil moisture at - 0.1 m (%),Soil moisture at - 0.2 m (%),Soil moisture at - 0.4 m (%),Soil moisture at - 0.8 m (%),Soil moisture at - 1.2 m (%),Soil moisture at - 1.6 m (%),Soil temperature at - 0.00 m (°C),Soil temperature at - 0.04 m (°C),Soil temperature at - 0.1 m (°C),Soil temperature at - 0.2 m (°C),Soil temperature at - 0.4 m (°C),Soil temperature at - 0.8 m (°C),Soil temperature at - 1.2 m (°C),Soil temperature at - 1.6 m (°C),Soil temperature at - 0.04 m (K),Soil temperature at - 0.2 m (K),Soil temperature at - 0.4 m (K),Soil temperature at - 0.8 m (K),Soil temperature at - 1.2 m (K),Soil temperature at - 1.6 m (K)
2017-01-11,2.2474374999999998,195.1378611111111,-20.425694444444446,77.295,0.0,606.2173611111111,-26.729236111111113,-24.568333333333335,12.963847222222222,20.5175625,114.18267361111111,109.33716666666666,199.7611111111111,224.56597222222223,-19.95488888888889,-9.610881944444445,-5.3545,-10.794104166666665,7.876256944444445,8.230208333333334,8.400347222222221,8.869861111111112,5.307597222222222,3.6394027777777773,5.139430555555555,-20.378819444444446,-13.749791666666667,-12.637361111111112,-11.803402777777778,-10.335416666666667,-8.806805555555556,-6.5854791666666666,-5.392159722222222,259.4002083333333,261.3465972222222,262.8145833333333,264.3431944444444,266.5645208333333,267.75784027777775
2017-01-12,3.0862569444444445,194.56458333333333,-18.861805555555556,49.426875,0.0,606.0520833333334,-27.037152777777777,-26.54951388888889,25.99713888888889,22.30152083333333,157.69259027777778,113.04195138888889,133.60625,212.78194444444443,-34.52945833333334,-10.269180555555556,-5.6445,-11.18170138888889,7.7424375,8.091458333333334,8.271944444444445,8.775277777777779,5.277597222222223,3.627270833333333,5.126777777777778,-21.062847222222224,-15.06263888888889,-13.883611111111112,-12.874930555555556,-10.965902777777778,-9.062916666666666,-6.686923611111111,-5.489013888888889,258.0873611111111,260.2750694444444,262.1840972222222,264.08708333333334,266.46307638888885,267.6609861111111
2017-01-13,3.955409722222222,196.38680555555555,-17.139097222222222,54.82020833333333,0.0,603.5645833333333,-23.06972222222222,-22.701319444444447,23.894180555555554,19.757666666666665,143.6880138888889,100.90681944444445,159.64722222222224,221.94097222222223,-19.507131944444446,-7.005423611111111,-3.875055555555556,-7.580402777777778,7.741159722222223,8.067569444444445,8.235000000000001,8.695902777777778,5.229916666666666,3.608347222222222,5.123951388888889,-18.698958333333334,-14.683611111111112,-13.756736111111111,-13.043125,-11.42875,-9.445486111111112,-6.837041666666667,-5.599256944444445,258.46638888888884,260.106875,261.72125,263.70451388888887,266.3129583333333,267.55074305555553
2017-01-14,5.009840277777778,206.03565277777776,-15.865763888888889,40.51472222222222,0.0,603.9694444444444,-21.07486111111111,-20.810625,22.88373611111111,18.437652777777778,134.8426388888889,92.84020833333334,169.23541666666668,225.73819444444445,-14.496597222222224,-6.698652777777777,-3.650319444444444,-6.724506944444444,7.731590277777777,8.052847222222221,8.215625,8.656041666666667,5.1923125,3.5870625,5.100965277777778,-17.688194444444445,-14.676111111111112,-13.810902777777777,-13.151041666666666,-11.623819444444443,-9.716805555555556,-7.0310625,-5.739256944444445,258.47388888888884,259.9989583333333,261.5261805555555,263.43319444444444,266.11893749999996,267.41074305555554
2017-01-15,6.483027777777778,258.8013888888889,-15.629236111111112,34.88423611111111,0.0,605.4041666666667,-20.67923611111111,-20.422569444444445,21.78157638888889,16.20151388888889,128.69590277777777,83.9602361111111,160.75486111111113,227.89999999999998,-22.407694444444445,-7.343305555555555,-4.303743055555556,-9.074486111111112,7.742673611111111,8.062916666666666,8.225694444444445,8.636875,5.167361111111111,3.5640694444444443,5.084902777777778,-18.03875,-14.684444444444445,-13.715972222222222,-13.060347222222223,-11.685694444444444,-9.905069444444443,-7.220354166666667,-5.894729166666667,258.4655555555555,260.08965277777776,261.46430555555554,263.2449305555555,265.9296458333333,267.2552708333333
2017-01-16,7.6100972222222225,268.01180555555555,-16.48902777777778,18.687708333333333,0.0,604.2638888888889,-20.249583333333334,-19.985069444444445,27.20525,12.118388888888889,168.20918055555555,76.27470833333334,133.3875,228.96666666666664,-3.642479166666668,-8.48667361111111,-5.090624999999999,-10.653701388888889,7.673409722222222,7.991923611111111,8.161944444444444,8.59375,5.142465277777777,3.5448541666666666,5.0556875,-18.515069444444446,-15.9025,-14.722708333333335,-13.781180555555556,-12.009166666666665,-10.078402777777777,-7.390666666666667,-6.0489444444444445,257.2475,259.3688194444444,261.1408333333333,263.0715972222222,265.7593333333333,267.10105555555555
2017-01-17,4.230701388888889,221.48506944444443,-17.69152777777778,26.275694444444444,0.0,602.9437499999999,-19.61292361111111,-19.411472222222223,22.222340277777775,7.158958333333334,132.15247916666667,47.94634027777778,146.61180555555555,235.09444444444443,-4.273409722222223,-7.482048611111111,-4.384222222222222,-8.454506944444445,7.605069444444445,7.916388888888889,8.070277777777777,8.524930555555555,5.109861111111112,3.5240347222222224,5.0473333333333334,-19.103305555555558,-16.269305555555558,-15.135555555555555,-14.267569444444446,-12.441527777777777,-10.368333333333332,-7.564069444444444,-6.200652777777778,256.88069444444443,258.8824305555555,260.7084722222222,262.78166666666664,265.58593055555554,266.9493472222222
2017-01-18,9.519375,270.43819444444443,-16.298680555555556,17.21597222222222,0.0,605.04375,-18.625493055555555,-18.46236111111111,27.392131944444444,6.605909722222222,171.02184027777778,52.21375,128.85208333333333,236.81111111111113,10.843451388888887,-6.823833333333333,-3.7659930555555556,-6.627173611111111,7.594777777777777,7.906347222222221,8.055625,8.481180555555556,5.077743055555556,3.502104166666667,5.041534722222222,-17.21875,-15.866736111111111,-14.875,-14.20138888888889,-12.619930555555555,-10.635486111111112,-7.758395833333334,-6.36,257.2832638888889,258.94861111111106,260.5300694444444,262.51451388888887,265.39160416666664,266.78999999999996
2017-01-19,3.4188333333333336,185.73971527777778,-16.657152777777778,15.063333333333333,0.0,608.5847222222222,-19.38734722222222,-19.270979166666667,20.695743055555553,3.834090277777778,121.09578472222223,31.813430555555556,142.8326388888889,236.1027777777778,-3.982423611111113,-8.045034722222221,-4.588333333333334,-8.538534722222222,7.550187500000001,7.856208333333334,8.005180555555556,8.447361111111112,5.052159722222222,3.4807152777777777,5.020583333333334,-19.162256944444444,-16.377152777777777,-15.252708333333333,-14.493541666666667,-12.800625,-10.823611111111111,-7.9532291666666675,-6.529215277777777,256.7728472222222,258.6564583333333,260.34937499999995,262.32638888888886,265.1967708333333,266.6207847222222
2017-01-20,3.4793958333333332,196.58909722222222,-15.698194444444445,23.48909722222222,0.0,608.5222222222222,-17.755645833333332,-17.642402777777775,19.63853472222222,3.3335902777777777,113.85898611111111,26.466597222222223,163.01458333333332,243.1506944444444,7.263194444444443,-5.2486875,-2.3892638888888893,-4.407166666666666,7.539319444444445,7.838555555555555,7.9668125,8.408125,5.024069444444445,3.460243055555556,4.993854166666667,-17.649729166666667,-15.995694444444446,-15.095555555555556,-14.523541666666667,-12.998958333333333,-11.029375,-8.135763888888889,-6.694541666666667,257.15430555555554,258.6264583333333,260.15104166666663,262.12062499999996,265.0142361111111,266.4554583333333
2017-01-21,7.482583333333333,267.6201388888889,-15.260972222222222,20.76534722222222,0.0,610.6861111111111,-16.91457638888889,-16.867541666666668,23.521923611111113,3.6691041666666666,141.59518749999998,33.20821527777778,147.58333333333334,243.89374999999998,12.066527777777777,-5.071576388888889,-2.5463333333333336,-4.4326736111111105,7.582055555555556,7.880006944444444,7.995291666666666,8.40451388888889,5.004972222222222,3.4405694444444443,4.960111111111111,-16.065069444444443,-15.359652777777777,-14.565208333333333,-14.131180555555556,-12.897777777777778,-11.145625,-8.311597222222222,-6.856784722222222,257.7903472222222,259.01881944444443,260.2522222222222,262.004375,264.83840277777773,266.29321527777773
2017-01-22,4.638618055555556,237.84770833333334,-13.691666666666666,12.265277777777778,0.0,611.9590277777778,-14.929479166666665,-14.861465277777777,28.89902083333333,4.128881944444444,176.03159722222222,40.09801388888889,124.29513888888889,254.81319444444443,5.415833333333331,-1.220236111111111,0.8260833333333334,0.6775416666666669,7.6344375,7.928340277777778,8.027715277777778,8.41375,4.990333333333333,3.4248680555555553,4.921888888888889,-14.628527777777776,-14.549652777777778,-13.971736111111111,-13.730486111111112,-12.764930555555557,-11.162638888888889,-8.456319444444444,-7.009395833333333,258.6003472222222,259.41951388888884,260.3850694444444,261.9873611111111,264.69368055555555,266.14060416666666
2017-01-23,2.718972222222222,194.05277777777778,-11.431673611111112,13.810625,0.0,611.10625,-14.410131944444446,-14.25761111111111,24.499881944444446,3.2802569444444445,143.72812499999998,30.045402777777774,154.40277777777777,260.47222222222223,7.604513888888889,-2.2888819444444444,-0.41468055555555555,-0.7504583333333332,7.695180555555556,7.9815555555555555,8.077951388888888,8.444305555555555,4.991395833333333,3.4133125,4.887902777777778,-14.761791666666666,-13.986944444444443,-13.394930555555554,-13.2025,-12.420694444444443,-11.077291666666667,-8.56236111111111,-7.143395833333334,259.16305555555556,259.9475,260.7293055555555,262.0727083333333,264.5876388888889,266.00660416666665
2017-01-24,3.7406875,201.77541666666667,-10.280236111111112,22.054895833333333,0.0,612.7652777777778,-12.567479166666667,-12.397868055555556,29.260305555555558,3.9003958333333335,178.2357638888889,38.035694444444445,150.09444444444443,267.9215277777778,22.375708333333336,0.11831944444444442,1.8897847222222224,2.9575138888888883,7.768243055555555,8.050090277777777,8.13826388888889,8.478541666666667,5.003263888888889,3.4054305555555557,4.862506944444444,-12.600999999999999,-13.144583333333333,-12.71625,-12.659305555555555,-12.095069444444444,-10.928541666666668,-8.62,-7.246965277777779,260.00541666666663,260.49069444444444,261.05493055555553,262.2214583333333,264.53,265.9030347222222
2017-01-25,7.2173541666666665,213.14791666666667,-7.9356180555555556,18.690624999999997,0.0,611.7659722222222,-10.638333333333334,-10.52951388888889,25.32070138888889,3.2526944444444443,151.36014583333335,33.33305555555555,176.03125,275.6298611111111,18.428472222222222,2.100638888888889,2.5483611111111113,4.421090277777778,7.9094375,8.189722222222223,8.250069444444444,8.541944444444445,5.024472222222222,3.4079027777777777,4.845194444444444,-9.454215277777777,-11.726805555555556,-11.487361111111111,-11.6425,-11.50361111111111,-10.683333333333334,-8.630833333333335,-7.320652777777777,261.42319444444445,261.5075,261.64638888888885,262.46666666666664,264.51916666666665,265.8293472222222
2017-01-26,3.9242361111111115,179.83613888888888,-9.871131944444445,34.43833333333333,0.0,611.276388888889,-10.519034722222223,-10.459166666666667,23.879840277777777,2.9565972222222223,136.92725694444445,28.442569444444445,194.71249999999998,274.23055555555555,28.959874999999997,2.0933541666666664,2.0147708333333334,2.679236111111111,8.062458333333332,8.3525,8.399513888888889,8.629513888888889,5.059256944444445,3.406034722222222,4.834284722222223,-10.744180555555555,-10.761131944444445,-10.459236111111112,-10.657152777777778,-10.799444444444445,-10.309305555555556,-8.584861111111111,-7.359249999999999,262.3888680555555,262.4928472222222,262.35055555555556,262.8406944444444,264.56513888888884,265.79075
2017-01-27,7.292916666666667,224.45277777777778,-6.989118055555555,32.59638888888889,0.0,605.9715277777777,-8.731604166666667,-8.671944444444444,26.921555555555557,3.3578124999999996,162.1003125,33.22859027777778,189.0340277777778,280.2604166666667,37.63778472222222,2.354972222222222,2.9367222222222225,5.459777777777777,8.11376388888889,8.393194444444443,8.446944444444444,8.698194444444445,5.100444444444444,3.4127083333333332,4.828486111111111,-7.913326388888889,-10.311104166666667,-10.126833333333332,-10.321597222222222,-10.34784722222222,-9.914791666666666,-8.473263888888889,-7.350638888888889,262.8388958333333,262.82840277777774,262.80215277777774,263.23520833333333,264.6767361111111,265.79936111111107
2017-01-28,6.017534722222222,205.10305555555556,-11.634208333333333,49.655208333333334,0.0,603.28125,-11.570277777777777,-11.562083333333334,21.99032638888889,2.6573680555555557,126.43203472222223,25.31282638888889,210.13402777777776,273.2888888888889,37.959986111111114,-0.6449652777777778,-0.26051388888888893,-1.4268958333333333,8.221458333333334,8.561805555555557,8.590347222222222,8.780069444444443,5.138513888888889,3.4249305555555556,4.834652777777778,-11.33907638888889,-10.099305555555555,-9.594652777777778,-9.625625,-9.749930555555556,-9.545069444444444,-8.330902777777778,-7.304493055555556,263.05069444444445,263.52437499999996,263.4000694444444,263.60493055555554,264.8190972222222,265.8455069444444
2017-01-29,5.6043263888888895,252.22743055555554,-12.94763888888889,45.231180555555554,0.0,605.73125,-17.410694444444445,-17.004305555555554,30.990208333333335,24.969104166666668,186.18099305555558,127.59673611111111,168.85347222222222,241.62638888888887,-14.192895833333331,-5.557430555555555,-3.4792430555555556,-6.337402777777778,8.096666666666668,8.436180555555556,8.515347222222223,8.806527777777779,5.170770833333333,3.436388888888889,4.839923611111111,-14.607569444444444,-11.209097222222221,-10.501805555555556,-10.17388888888889,-9.707777777777778,-9.253472222222221,-8.165069444444445,-7.230819444444445,261.94090277777775,262.9761111111111,263.4422222222222,263.89652777777775,264.98493055555554,265.91918055555556
2017-01-30,5.933618055555556,242.43541666666664,-11.278611111111111,41.82923611111111,0.0,605.6729166666667,-15.69220138888889,-15.375180555555554,25.26167361111111,18.41990277777778,144.18965277777778,94.56145833333333,188.94166666666666,246.71527777777777,-8.147020833333332,-5.406229166666666,-3.3848680555555557,-6.619229166666667,8.011201388888889,8.339097222222222,8.434097222222222,8.767291666666667,5.173972222222222,3.4485555555555556,4.85025,-14.288743055555557,-12.137916666666666,-11.372916666666667,-10.91986111111111,-10.101319444444444,-9.260416666666666,-8.027805555555554,-7.14486111111111,261.0120833333333,262.23013888888886,263.0486805555555,263.8895833333333,265.1221944444444,266.0051388888889
2017-01-31,6.987826388888888,269.56180555555557,-11.514131944444445,35.93076388888889,0.0,606.1388888888889,-15.865090277777776,-15.531208333333334,29.283145833333336,16.190118055555555,174.455,91.97827777777778,164.38402777777776,248.65694444444443,-1.7956805555555546,-4.728756944444445,-3.2646458333333332,-7.3637500000000005,7.965729166666667,8.289375,8.387152777777779,8.732708333333333,5.163881944444444,3.4568333333333334,4.8555,-14.077104166666667,-12.808958333333333,-11.914375,-11.40451388888889,-10.430833333333332,-9.404930555555556,-7.970194444444445,-7.083520833333334,260.3410416666666,261.74548611111106,262.71916666666664,263.7450694444444,265.1798055555555,266.0664791666666
2017-02-01,5.2250902777777775,214.73055555555555,-11.371229166666668,30.33958333333333,0.0,608.1166666666667,-14.622034722222221,-14.305590277777778,30.713430555555558,12.2169375,184.65502777777778,77.08615972222222,162.9972222222222,256.5416666666667,14.017333333333333,-3.2881527777777775,-2.3611805555555554,-4.379722222222222,7.908909722222223,8.230069444444446,8.332083333333333,8.691944444444445,5.147395833333333,3.456534722222222,4.860118055555556,-13.579284722222221,-13.031666666666666,-12.213055555555556,-11.784097222222222,-10.738194444444444,-9.573819444444444,-7.976958333333333,-7.062180555555555,260.11833333333334,261.36590277777776,262.41180555555553,263.57618055555554,265.1730416666666,266.08781944444445
2017-02-02,5.617881944444445,242.30118055555556,-9.898847222222223,25.203958333333333,0.0,608.3548611111112,-12.47117361111111,-12.249743055555555,25.597430555555558,7.491361111111112,149.25965277777777,50.21680555555556,175.11041666666668,266.1722222222222,7.968152777777778,-1.1784652777777778,-0.7197361111111111,-0.9085138888888891,7.964666666666667,8.285833333333334,8.361527777777777,8.684722222222222,5.129097222222223,3.4483472222222225,4.860631944444445,-11.247076388888889,-11.940555555555555,-11.31375,-11.258263888888889,-10.672638888888889,-9.683472222222221,-8.021229166666666,-7.073958333333334,261.20944444444444,261.8917361111111,262.47736111111107,263.46652777777774,265.1287708333333,266.07604166666664
2017-02-03,5.907652777777778,231.39138888888888,-9.443451388888889,18.30423611111111,0.0,607.6965277777778,-10.569819444444445,-10.41957638888889,29.88384027777778,6.613138888888889,176.57006944444444,50.615298611111115,187.6013888888889,271.8076388888889,41.75165277777778,0.5243611111111111,1.3610347222222223,3.6401875,8.019729166666666,8.338402777777778,8.410208333333333,8.708958333333335,5.133402777777778,3.4486944444444445,4.857451388888888,-9.750333333333334,-11.026937499999999,-10.610347222222224,-10.725625,-10.384444444444444,-9.609444444444444,-8.059930555555557,-7.100388888888889,262.1230625,262.424375,262.7655555555555,263.54055555555556,265.0900694444444,266.04961111111106
2017-02-04,5.959395833333334,225.60833333333332,-5.548319444444444,18.18138888888889,0.0,608.2750000000001,-7.605701388888889,-7.449402777777777,27.139,4.5136875,158.20641666666666,37.887319444444444,193.28055555555557,288.1534722222222,25.44773611111111,4.912409722222222,4.714104166666667,8.496763888888887,8.174583333333334,8.461736111111112,8.506111111111112,8.761666666666667,5.153965277777777,3.4458819444444444,4.849993055555555,-6.788993055555555,-9.327659722222222,-9.232055555555554,-9.655277777777776,-9.85923611111111,-9.409583333333334,-8.053472222222222,-7.120493055555556,263.82234027777776,263.4947222222222,263.2907638888889,263.74041666666665,265.09652777777774,266.0295069444444
2017-02-05,4.838708333333333,202.7198611111111,-3.2712777777777777,16.460902777777775,0.0,607.5118055555555,-6.056,-5.900423611111111,16.017402777777775,2.2965555555555555,90.0676388888889,20.36521527777778,238.99652777777777,295.8701388888889,12.827694444444445,4.9854722222222225,3.9768333333333334,6.7863125,8.371805555555556,8.673958333333333,8.684097222222222,8.85736111111111,5.189076388888889,3.4502569444444444,4.851513888888889,-5.176722222222222,-8.235423611111111,-8.16348611111111,-8.597020833333334,-9.09513888888889,-9.034027777777778,-7.992090277777777,-7.114993055555555,264.91457638888886,264.55297916666666,264.0548611111111,264.1159722222222,265.1579097222222,266.03500694444443
2017-02-06,4.218270833333333,163.29888888888888,-6.429701388888889,32.314791666666665,0.0,603.9944444444444,-7.725416666666667,-7.612541666666666,12.023104166666666,1.6420347222222222,66.33634027777777,13.574006944444443,251.93333333333334,289.85347222222225,14.840631944444445,2.784548611111111,1.6858125,2.1499027777777777,8.514652777777776,8.837569444444444,8.844375,8.958819444444446,5.237152777777777,3.460173611111111,4.855847222222222,-7.501965277777777,-7.903840277777778,-7.6274236111111104,-7.941034722222223,-8.458958333333333,-8.59138888888889,-7.858951388888889,-7.069833333333333,265.2461597222222,265.20896527777774,264.69104166666665,264.5586111111111,265.2910486111111,266.0801666666666
2017-02-07,5.695833333333334,134.0709375,-17.694305555555555,82.06666666666666,0.0,606.5381944444445,-16.051319444444445,-16.496388888888887,16.4138125,5.928152777777778,86.2188888888889,40.06457638888889,237.04513888888889,253.70694444444447,29.48998611111111,-10.586881944444444,-6.854916666666667,-14.11857638888889,8.223055555555554,8.612361111111111,8.697986111111112,8.994027777777777,5.277597222222223,3.4752083333333332,4.863180555555555,-16.208194444444445,-11.08875,-9.940763888888888,-9.302659722222224,-8.546597222222223,-8.274236111111112,-7.676319444444445,-6.980284722222222,262.06125,263.84734027777773,264.6034027777778,264.87576388888886,265.4736805555555,266.16971527777775
2017-02-08,2.4631944444444445,138.52547916666668,-16.39638888888889,83.23333333333333,0.0,608.9701388888889,-17.486340277777778,-16.50832638888889,24.322659722222223,19.41863888888889,113.10068055555556,104.88800694444444,233.5965277777778,251.0361111111111,-9.223368055555556,-8.192520833333333,-5.229340277777777,-10.857618055555555,8.060993055555555,8.418472222222222,8.528819444444444,8.895763888888888,5.266354166666667,3.4901458333333335,4.875680555555555,-17.009305555555557,-12.192152777777778,-11.220972222222223,-10.489583333333334,-9.344305555555556,-8.439583333333333,-7.528812499999999,-6.873611111111111,260.9578472222222,262.66041666666666,263.80569444444444,264.7104166666666,265.62118749999996,266.27638888888885
