name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.00375,0.0025,0.0175,0.0025,0.00374949,-0.00499897,0.00999897
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00243088,0.00068434,0.0010622,0.00379956
n_p,2.05,0.5125,1.025,3.075,2.04885,0.512395,1.02406,3.07365
n_m,2.05,0.5125,1.025,3.075,2.05002,0.512446,1.02513,3.07492
wr_p,0.224324,0.0841216,0.056081,0.392567,0.227615,0.0841138,0.059387,0.395842
wr_m,0.159488,0.059808,0.039872,0.279104,0.161179,0.059805,0.0415686,0.280789
tcs_p,0.439577,0.164841,0.109894,0.769259,0.442988,0.164825,0.113338,0.772639
tcs_m,0.952105,0.357039,0.238026,1.66618,0.951665,0.357034,0.237596,1.66573
tcd_p,0.101023,0.0378838,0.0252559,0.176791,0.104275,0.0378837,0.0285073,0.180042
tcd_m,0.984405,0.369152,0.246101,1.72271,0.984016,0.369149,0.245717,1.72231
af_p,1.50511,0.564418,0.376279,2.63395,1.50494,0.564404,0.376129,2.63374
af_m,1.49939,0.562271,0.374847,2.62393,1.4994,0.56227,0.374856,2.62394
auf_p,0.486935,0.182601,0.121734,0.852137,0.485367,0.182597,0.120172,0.850562
auf_m,0.698884,0.262082,0.174721,1.22305,0.698882,0.262081,0.17472,1.22305
por_p,0.637395,0.239023,0.159349,1.11544,0.639423,0.238982,0.161459,1.11739
por_m,0.481031,0.180387,0.120258,0.841804,0.481971,0.180373,0.121226,0.842716
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00498e-11,5.34662e-11,1.33666e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74997e-14,-4.99994e-14,9.99994e-14
den_p,900,337.5,225,1575,900,329.125,241.749,1558.25
den_m,1900,475,950,2850,1900,469.8,960.399,2839.6
