name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.00375,0.0025,0.0175,0.00677903,0.00374993,-0.000720822,0.0142789
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00207148,0.000684327,0.000702831,0.00344014
N_P,2.05,0.5125,1.025,3.075,2.04974,0.512333,1.02508,3.07441
N_M,2.05,0.5125,1.025,3.075,2.05027,0.512398,1.02547,3.07507
WR_P,0.224324,0.0841216,0.056081,0.392567,0.226481,0.0840974,0.0582864,0.394676
WR_M,0.159488,0.059808,0.039872,0.279104,0.16048,0.0597993,0.040881,0.280078
TCS_P,0.439577,0.164841,0.109894,0.769259,0.441652,0.164815,0.112023,0.771281
TCS_M,0.952105,0.357039,0.238026,1.66618,0.951936,0.357025,0.237885,1.66599
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.103056,0.0378834,0.0272895,0.178823
TCD_M,0.984405,0.369152,0.246101,1.72271,0.984312,0.369148,0.246016,1.72261
AF_P,1.50511,0.564418,0.376279,2.63395,1.50508,0.564412,0.376252,2.6339
AF_M,1.49939,0.562271,0.374847,2.62393,1.49939,0.56227,0.374851,2.62393
AUF_P,0.486935,0.182601,0.121734,0.852137,0.485901,0.182591,0.120718,0.851084
AUF_M,0.698884,0.262082,0.174721,1.22305,0.698884,0.262081,0.174721,1.22305
POR_P,0.637395,0.239023,0.159349,1.11544,0.638005,0.238936,0.160133,1.11588
POR_M,0.481031,0.180387,0.120258,0.841804,0.480813,0.180344,0.120126,0.8415
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.40389e-11,2.00498e-11,-2.60607e-11,5.41385e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74999e-14,-4.99997e-14,9.99997e-14
DEN_P,900,337.5,225,1575,900,337.5,225,1575
DEN_M,1900,475,950,2850,1900,474.997,950.005,2849.99
