name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
N_M,1.2,0.4875,0.225,2.175,1.12242,0.4812,0.160017,2.08482
TCS_M,1,0.425,0.15,1.85,1.00383,0.424905,0.154019,1.85364
AF_M,0.05,0.02,0.01,0.09,0.0200006,0.0199993,-0.019998,0.0599993
AF_P,0.005,0.002,0.001,0.009,0.00201647,0.0019999,-0.00198334,0.00601628
