name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.00693956,0.0025,0.00193957,0.0119396
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00257162,0.000684343,0.00120293,0.0039403
n_p,1.5,0.25625,0.9875,2.0125,1.50117,0.256226,0.988723,2.01363
wr_p,0.1,0.044,0.012,0.188,0.134559,0.0439959,0.0465668,0.22255
por_p,0.63739,0.17275,0.29189,0.98289,0.646577,0.172732,0.301112,0.992041
por_m,0.481031,0.180387,0.120258,0.841804,0.483206,0.180361,0.122484,0.843928
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00498e-11,5.34662e-11,1.33666e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.75e-14,-5e-14,1e-13
pen_s,0.02,0.0075,0.005,0.035,0.02071,0.0075,0.00571,0.03571
z_bg,0.04,0.015,0.01,0.07,0.0403546,0.015,0.0103546,0.0703546
z_s,0.005,0.001875,0.00125,0.00875,0.00125,0.00187499,-0.00249999,0.00499999
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
