name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.00375,0.0025,0.0175,0.00914034,0.00374997,0.00164039,0.0166403
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00182491,0.000684329,0.000456254,0.00319357
N_P,2.05,0.5125,1.025,3.075,2.04997,0.512473,1.02502,3.07491
N_M,2.05,0.5125,1.025,3.075,2.05009,0.512398,1.02529,3.07488
WR_P,0.224324,0.0841216,0.056081,0.392567,0.224788,0.0840963,0.0565955,0.392981
WR_M,0.159488,0.059808,0.039872,0.279104,0.159816,0.0597995,0.0402167,0.279415
TCS_P,0.439577,0.164841,0.109894,0.769259,0.440118,0.16481,0.110499,0.769737
TCS_M,0.952105,0.357039,0.238026,1.66618,0.952074,0.357027,0.23802,1.66613
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.101572,0.0378834,0.0258054,0.177339
TCD_M,0.984405,0.369152,0.246101,1.72271,0.98438,0.369148,0.246083,1.72268
AF_P,1.50511,0.564418,0.376279,2.63395,1.50511,0.564415,0.376276,2.63394
AF_M,1.49939,0.562271,0.374847,2.62393,1.49939,0.56227,0.374852,2.62393
AUF_P,0.486935,0.182601,0.121734,0.852137,0.486689,0.182592,0.121506,0.851873
AUF_M,0.698884,0.262082,0.174721,1.22305,0.698884,0.262082,0.174721,1.22305
POR_P,0.637395,0.239023,0.159349,1.11544,0.637478,0.23894,0.159597,1.11536
POR_M,0.481031,0.180387,0.120258,0.841804,0.480995,0.180348,0.120299,0.841691
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.33666e-11,2.00496e-11,-2.67327e-11,5.34658e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,9.70664e-14,3.75e-14,2.20665e-14,1.72066e-13
DEN_P,900,337.5,225,1575,900,337.5,225,1575
DEN_M,1900,475,950,2850,1900,474.998,950.005,2850
