name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.00375,0.0025,0.0175,0.0025,0.00374692,-0.00499383,0.00999383
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00205743,0.000684326,0.000688775,0.00342608
N_P,2.05,0.5125,1.025,3.075,1.78939,0.511604,0.766177,2.81259
N_M,2.05,0.5125,1.025,3.075,2.03576,0.512354,1.01105,3.06046
WR_P,0.224324,0.0841216,0.056081,0.392567,0.174321,0.0840862,0.00614836,0.342493
WR_M,0.159488,0.059808,0.039872,0.279104,0.174135,0.0597985,0.0545385,0.293732
TCS_P,0.439577,0.164841,0.109894,0.769259,0.660215,0.164812,0.330592,0.989839
TCS_M,0.952105,0.357039,0.238026,1.66618,0.916519,0.357028,0.202464,1.63057
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.176791,0.0378837,0.101024,0.252558
TCD_M,0.984405,0.369152,0.246101,1.72271,0.956443,0.369143,0.218156,1.69473
AF_P,1.50511,0.564418,0.376279,2.63395,1.49602,0.564343,0.367329,2.6247
AF_M,1.49939,0.562271,0.374847,2.62393,1.49906,0.562268,0.374525,2.6236
AUF_P,0.486935,0.182601,0.121734,0.852137,0.394215,0.182593,0.0290279,0.759402
AUF_M,0.698884,0.262082,0.174721,1.22305,0.699249,0.262081,0.175086,1.22341
POR_P,0.637395,0.239023,0.159349,1.11544,0.787737,0.238885,0.309966,1.26551
POR_M,0.481031,0.180387,0.120258,0.841804,0.496933,0.180337,0.13626,0.857607
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.33666e-11,2.00493e-11,-2.67319e-11,5.34651e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74975e-14,-4.9995e-14,9.9995e-14
DEN_P,900,337.5,225,1575,900,337.5,225,1575
DEN_M,1900,475,950,2850,1900,474.997,950.005,2849.99
