name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.00375,0.0025,0.0175,0.0025,0.00374855,-0.00499711,0.00999711
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00237498,0.000684329,0.00100632,0.00374364
N_P,2.05,0.5125,1.025,3.075,2.0489,0.51219,1.02452,3.07328
N_M,2.05,0.5125,1.025,3.075,2.05027,0.512362,1.02555,3.075
WR_P,0.224324,0.0841216,0.056081,0.392567,0.229431,0.0840992,0.0612329,0.39763
WR_M,0.159488,0.059808,0.039872,0.279104,0.162234,0.0597987,0.0426369,0.281832
TCS_P,0.439577,0.164841,0.109894,0.769259,0.446885,0.164803,0.117279,0.776492
TCS_M,0.952105,0.357039,0.238026,1.66618,0.951591,0.357024,0.237543,1.66564
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.10731,0.0378835,0.0315427,0.183077
TCD_M,0.984405,0.369152,0.246101,1.72271,0.983982,0.369147,0.245689,1.72228
AF_P,1.50511,0.564418,0.376279,2.63395,1.50487,0.564387,0.376101,2.63365
AF_M,1.49939,0.562271,0.374847,2.62393,1.49939,0.56227,0.374853,2.62393
AUF_P,0.486935,0.182601,0.121734,0.852137,0.483698,0.182592,0.118514,0.848882
AUF_M,0.698884,0.262082,0.174721,1.22305,0.698884,0.262082,0.174721,1.22305
POR_P,0.637395,0.239023,0.159349,1.11544,0.638243,0.23891,0.160422,1.11606
POR_M,0.481031,0.180387,0.120258,0.841804,0.481917,0.180344,0.121229,0.842604
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.33666e-11,2.00498e-11,-2.6733e-11,5.34662e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74999e-14,-4.99999e-14,9.99999e-14
DEN_P,900,337.5,225,1575,900,337.5,225,1575
DEN_M,1900,475,950,2850,1900,474.997,950.006,2849.99
