name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
N_M,1.2,0.4875,0.225,2.175,1.17392,0.486264,0.201395,2.14645
TCS_M,1,0.425,0.15,1.85,1.00014,0.424994,0.150156,1.85013
AF_M,0.05,0.02,0.01,0.09,0.0452534,0.02,0.00525346,0.0852534
AF_P,0.005,0.002,0.001,0.009,0.00628095,0.002,0.00228095,0.0102809
