iteration,_is_super,_lambda,_scale_factor,n_m,tcs_m,af_m,af_p
0,0,0.1,1,1.2,1,0.05,0.0055
0,0,0.1,0.75,1.2,1,0.05,0.005375
0,0,1,1,1.2,1,0.0500051,0.0055
0,0,1,0.75,1.2,1,0.0500038,0.005375
0,0,10,1,1.2,1,0.0500006,0.00506116
0,0,10,0.75,1.2,1,0.0500005,0.00504587
0,0,100,1,1.2,1,0.0500001,0.00500613
0,0,100,0.75,1.2,1,0.05,0.0050046
0,0,1000,1,1.2,1,0.05,0.00500061
0,0,1000,0.75,1.2,1,0.05,0.00500046
