name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
N_M,1.2,0.4875,0.225,2.175,1.19999,0.487472,0.225048,2.17494
TCS_M,1,0.425,0.15,1.85,1,0.424997,0.150006,1.84999
AF_M,0.05,0.02,0.01,0.09,0.0499887,0.02,0.00998875,0.0899887
AF_P,0.005,0.002,0.001,0.009,0.00501965,0.002,0.00101965,0.00901965
