name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.05,0.0225,0.005,0.095,0.01,0.0224962,-0.0349924,0.0549925
ALPHA_M,0.005,0.00225,0.0005,0.0095,0.00177685,0.00224848,-0.00272012,0.00627382
N_P,1.6,0.4875,0.625,2.575,1.53179,0.487169,0.557449,2.50612
N_M,1.5,0.4875,0.525,2.475,1.48063,0.486589,0.507454,2.45381
WR_P,0.1,0.0875,-0.075,0.275,0.206183,0.0874925,0.031198,0.381168
WR_M,0.12,0.0875,-0.055,0.295,0.153264,0.0874011,-0.0215383,0.328066
TCS_P,0.4,0.325,-0.25,1.05,0.431366,0.324765,-0.218165,1.0809
TCS_M,1,0.45,0.1,1.9,0.965938,0.449633,0.0666722,1.8652
TCD_P,0.07,0.245,-0.42,0.56,0.0992975,0.244952,-0.390606,0.589201
TCD_M,1,0.25,0.5,1.5,0.988191,0.249989,0.488212,1.48817
AF_P,1.5,0.25,1,2,1.50308,0.249998,1.00308,2.00308
AF_M,1.5,0.25,1,2,1.49945,0.249999,0.999454,1.99945
AUF_P,0.5,0.175,0.15,0.85,0.49015,0.174997,0.140156,0.840144
AUF_M,0.7,0.175,0.35,1.05,0.699199,0.175,0.3492,1.0492
POR_P,0.5,0.1625,0.175,0.825,0.623347,0.162445,0.298458,0.948237
POR_M,0.5,0.125,0.25,0.75,0.491316,0.124942,0.241433,0.7412
PERM_P,1e-10,2.475e-10,-3.95e-10,5.95e-10,2.89786e-11,2.47179e-10,-4.65379e-10,5.23336e-10
PERM_M,1e-12,2.475e-12,-3.95e-12,5.95e-12,1e-13,2.41337e-12,-4.72674e-12,4.92674e-12
DEN_P,900,325,250,1550,900,325,250,1550
DEN_M,2300,175,1950,2650,2300,175,1950,2650
