name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
N_M,1.2,0.4875,0.225,2.175,1.15782,0.487378,0.183065,2.13258
TCS_M,1,0.425,0.15,1.85,0.999892,0.424995,0.149902,1.84988
AF_M,0.05,0.02,0.01,0.09,0.0393967,0.02,-0.00060333,0.0793967
AF_P,0.005,0.002,0.001,0.009,0.00327317,0.002,-0.000726829,0.00727317
