name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
N_M,1.2,0.4875,0.225,2.175,1.16176,0.48739,0.186985,2.13654
TCS_M,1,0.425,0.15,1.85,1,0.424995,0.15001,1.84999
AF_M,0.05,0.02,0.01,0.09,0.0419394,0.02,0.00193939,0.0819394
AF_P,0.005,0.002,0.001,0.009,0.002,0.002,-0.002,0.006
