,5
alpha_p,0.00279012
alpha_m,0.00653987
n_p,2.01867e-05
n_m,1.9553e-05
wr_p,5.45027e-05
wr_m,8.15461e-05
tcs_p,4.44845e-05
tcs_m,6.41148e-06
tcd_p,4.08366e-05
tcd_m,5.35899e-06
af_p,6.22964e-06
af_m,3.15001e-06
auf_p,1.32241e-05
auf_m,3.55838e-06
por_p,4.8053e-05
por_m,4.23186e-05
perm_p,90467.8
perm_m,13155100.0
den_p,6.54577e-09
den_m,2.40466e-09
albedo_bg,3.61587e-05
e_bg,4.50465e-05
pen_w,0.000224982
pen_s,0.000245882
z_bg,0.000130869
z_s,0.000787665
