,22
alpha_p,0.0243484
alpha_m,0.109289
n_p,0.00103372
n_m,2.08099e-05
wr_p,0.00045539
wr_m,0.000264464
tcs_p,9.2907e-05
tcs_m,0.000165315
tcd_p,0.000192996
tcd_m,2.64725e-05
af_p,1.89268e-05
af_m,2.37242e-05
auf_p,0.00018541
auf_m,2.52e-05
por_p,0.000371944
por_m,0.000361208
perm_p,304985.0
perm_m,22556600.0
den_p,1.24579e-08
den_m,2.02038e-08
albedo_bg,0.000212363
e_bg,0.000271765
pen_w,0.000126978
pen_s,0.000359977
z_bg,0.00121987
z_s,0.00145758
