,4
alpha_p,0.000113554
alpha_m,0.000187926
n_p,1.05632e-05
n_m,1.34071e-06
wr_p,5.9592e-05
wr_m,5.15809e-05
tcs_p,7.23336e-06
tcs_m,3.91015e-06
tcd_p,1.55084e-06
tcd_m,2.62713e-06
af_p,1.10224e-06
af_m,5.17171e-07
auf_p,3.6426e-06
auf_m,2.17121e-07
por_p,1.16287e-05
por_m,1.8318e-05
perm_p,3177.99
perm_m,219506.0
den_p,3.56321e-10
den_m,1.0169e-09
albedo_bg,6.11128e-08
e_bg,4.4816e-08
pen_w,3.3612e-06
pen_s,1.6806e-06
z_bg,8.403e-07
z_s,0.000134594
