,22
alpha_p,0.00213579
alpha_m,0.00126556
n_p,2.26442e-05
n_m,8.87495e-06
wr_p,6.92555e-05
wr_m,5.77757e-05
tcs_p,2.26358e-05
tcs_m,4.27909e-06
tcd_p,9.79211e-06
tcd_m,4.33809e-06
af_p,5.49478e-06
af_m,1.37521e-06
auf_p,9.56134e-06
auf_m,1.35697e-07
por_p,2.79787e-05
por_m,2.36259e-05
perm_p,80633.9
perm_m,26490000.0
den_p,1.51413e-10
den_m,1.35248e-09
