,22
alpha_p,0.00299971
alpha_m,0.000456229
n_p,1.15653
n_m,2.03478
wr_p,0.024
wr_m,0.276669
tcs_p,0.769259
tcs_m,0.238026
tcd_p,0.115755
tcd_m,1.14508
af_p,0.91046
af_m,1.66879
auf_p,0.121734
auf_m,1.15541
por_p,0.443895
por_m,0.293969
perm_p,9.35659e-11
perm_m,1.75e-13
den_p,900.0
den_m,1900.0
albedo_bg,0.151477
e_bg,0.879419
pen_w,0.0025
pen_s,0.035
z_bg,0.0414273
z_s,0.00875
