name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0107925,0.00249999,0.00579253,0.0157925
alpha_m,0.00182491,0.000684343,0.000456224,0.0031936,0.000544942,0.000684322,-0.000823702,0.00191359
n_p,1.5,0.25625,0.9875,2.0125,1.48777,0.256245,0.975281,2.00026
wr_p,0.1,0.044,0.012,0.188,0.177179,0.0439996,0.0891803,0.265179
por_p,0.63739,0.17275,0.29189,0.98289,0.42347,0.172687,0.078097,0.768844
por_m,0.481031,0.180387,0.120258,0.841804,0.363847,0.180333,0.0031801,0.724513
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.33666e-11,2.00478e-11,-2.6729e-11,5.34622e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,6.35926e-14,3.74999e-14,-1.14071e-14,1.38592e-13
pen_s,0.02,0.0075,0.005,0.035,0.02,0.0075,0.005,0.035
z_bg,0.04,0.015,0.01,0.07,0.0429926,0.0149996,0.0129934,0.0729918
z_s,0.005,0.001875,0.00125,0.00875,0.005,0.001875,0.00125,0.00875
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
