name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0112946,0.00249999,0.0062946,0.0162946
alpha_m,0.00182491,0.000684343,0.000456224,0.0031936,0.00102152,0.000684332,-0.000347148,0.00239018
n_p,1.5,0.25625,0.9875,2.0125,1.49929,0.256243,0.986803,2.01178
wr_p,0.1,0.044,0.012,0.188,0.118089,0.0439986,0.0300914,0.206086
por_p,0.63739,0.17275,0.29189,0.98289,0.565902,0.172684,0.220535,0.911269
por_m,0.481031,0.180387,0.120258,0.841804,0.447722,0.180338,0.0870454,0.808399
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.45747e-11,2.0049e-11,-2.55233e-11,5.46726e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.75e-14,1e-13,2.5e-13
pen_s,0.02,0.0075,0.005,0.035,0.02,0.0075,0.005,0.035
z_bg,0.04,0.015,0.01,0.07,0.0410893,0.0149996,0.0110901,0.0710885
z_s,0.005,0.001875,0.00125,0.00875,0.005,0.001875,0.00125,0.00875
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
