name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.0025,0.005,0.015,0.0125,0.0025,0.0075,0.0175
alpha_m,0.00182491,0.000684343,0.000456224,0.0031936,0.000615951,0.000684316,-0.000752681,0.00198458
n_p,1.5,0.25625,0.9875,2.0125,1.4923,0.256245,0.979812,2.00479
wr_p,0.1,0.044,0.012,0.188,0.163833,0.0439994,0.0758343,0.251832
por_p,0.63739,0.17275,0.29189,0.98289,0.450104,0.172686,0.104732,0.795477
por_m,0.481031,0.180387,0.120258,0.841804,0.38372,0.180334,0.0230515,0.744388
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,1.33666e-11,2.00482e-11,-2.67299e-11,5.34631e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,5.29513e-14,3.74994e-14,-2.20476e-14,1.2795e-13
pen_s,0.02,0.0075,0.005,0.035,0.02,0.0075,0.005,0.035
z_bg,0.04,0.015,0.01,0.07,0.0442323,0.0149995,0.0142332,0.0742314
z_s,0.005,0.001875,0.00125,0.00875,0.005,0.001875,0.00125,0.00875
b_bc,268.45,2.75,262.95,273.95,268.45,2.75,262.95,273.95
