name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00247032,-0.00244063,0.00744063
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.000665764,-0.0008753,0.00178776
N_P,1.5,0.25625,0.9875,2.0125,1.26985,0.234978,0.799897,1.73981
N_M,2.05,0.5125,1.025,3.075,1.96388,0.511002,0.941879,2.98589
WR_P,0.1,0.044,0.012,0.188,0.14234,0.0438267,0.0546867,0.229993
WR_M,0.159488,0.059808,0.039872,0.279104,0.21249,0.0593826,0.0937249,0.331255
TCS_P,0.439577,0.164841,0.109894,0.769259,0.5437,0.161475,0.22075,0.866649
TCS_M,0.952105,0.357039,0.238026,1.66618,0.668198,0.354518,-0.0408366,1.37723
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.157151,0.0378768,0.0813978,0.232905
TCD_M,0.984405,0.369152,0.246101,1.72271,0.958786,0.368967,0.220852,1.69672
AF_P,1.50511,0.564418,0.376279,2.63395,1.29158,0.56287,0.16584,2.41732
AF_M,1.49939,0.562271,0.374847,2.62393,1.50095,0.561864,0.377218,2.62467
AUF_P,0.486935,0.182601,0.121734,0.852137,0.31911,0.182163,-0.0452167,0.683437
AUF_M,0.698884,0.262082,0.174721,1.22305,0.710945,0.262062,0.18682,1.23507
POR_P,0.63739,0.17275,0.29189,0.98289,0.446071,0.163005,0.120061,0.772081
POR_M,0.481031,0.180387,0.120258,0.841804,0.35248,0.171791,0.00889702,0.696062
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,7.36253e-11,2.00489e-11,3.35275e-11,1.13723e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74987e-14,1.00003e-13,2.49997e-13
DEN_P,900,337.5,225,1575,900,337.49,225.021,1574.98
DEN_M,1900,475,950,2850,1900,474.707,950.586,2849.41
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.487285,0.199934,0.0874163,0.887153
E_BG,0.75,0.115625,0.51875,0.98125,0.764968,0.113553,0.537861,0.992074
PEN_W,0.01,0.00375,0.0025,0.0175,0.0101823,0.00375,0.00268229,0.0176823
PEN_S,0.02,0.0075,0.005,0.035,0.0343112,0.00749845,0.0193143,0.0493081
Z_BG,0.04,0.015,0.01,0.07,0.0233248,0.0149219,-0.00651897,0.0531685
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187475,0.0050005,0.0124995
