iteration,_is_super,_lambda,_scale_factor,alpha_p,alpha_m,n_p,n_m,wr_p,wr_m,tcs_p,tcs_m,tcd_p,tcd_m,af_p,af_m,auf_p,auf_m,por_p,por_m,perm_p,perm_m,den_p,den_m,albedo_bg,e_bg,pen_w,pen_s,z_bg,z_s
8,0,1000,0.75,0.00250012,0.000456252,1.24049,1.96251,0.134769,0.212105,0.588479,0.642693,0.156849,0.957293,1.27704,1.49898,0.288204,0.712471,0.436076,0.346352,9.35611e-11,1.75e-13,900,1900,0.473526,0.759505,0.0101881,0.035,0.026551,0.00875
9,0,0.1,1,0.0025,0.000456229,1.18113,1.95474,0.0793579,0.200608,0.747737,0.4857,0.167818,0.954835,1.20747,1.49879,0.182881,0.748787,0.43047,0.356584,9.35659e-11,1.75e-13,900,1900,0.346584,0.796293,0.0025,0.035,0.0377386,0.00875
9,0,0.1,0.75,0.0025,0.000456229,1.18712,1.956,0.0882237,0.203451,0.721144,0.514474,0.166284,0.955605,1.22027,1.49897,0.201273,0.741129,0.430344,0.34994,9.35659e-11,1.75e-13,900,1900,0.369479,0.788096,0.00442203,0.035,0.036002,0.00875
9,0,1,1,0.0025,0.000456229,1.19986,1.95968,0.112311,0.212325,0.657532,0.589863,0.161713,0.957641,1.25435,1.4995,0.248384,0.719597,0.42827,0.332471,9.35659e-11,1.75e-13,900,1900,0.430969,0.767254,0.0025,0.035,0.0294705,0.00875
9,0,1,0.75,0.0025,0.000456229,1.20116,1.95971,0.112939,0.212238,0.65349,0.592596,0.161706,0.95771,1.25543,1.4995,0.2504,0.719236,0.428694,0.331856,9.35659e-11,1.75e-13,900,1900,0.432767,0.766317,0.00442203,0.035,0.029801,0.00875
9,0,10,1,0.0025,0.000456229,1.20075,1.95983,0.114544,0.213212,0.646008,0.598575,0.161479,0.957825,1.25754,1.49952,0.254181,0.718458,0.42955,0.329207,9.35659e-11,1.75e-13,900,1900,0.436338,0.764285,0.0025,0.035,0.0282673,0.00875
9,0,10,0.75,0.0025,0.000456229,1.20183,1.95983,0.114613,0.212904,0.644847,0.59913,0.16153,0.957847,1.25782,1.49952,0.254748,0.718382,0.429654,0.329408,9.35659e-11,1.75e-13,900,1900,0.436794,0.76409,0.00442203,0.035,0.0288986,0.00875
9,0,100,1,0.0025,0.000456229,1.20362,1.95982,0.114844,0.212293,0.64233,0.600404,0.161622,0.957894,1.25843,1.49953,0.255955,0.718212,0.430043,0.329568,9.35659e-11,1.75e-13,900,1900,0.437723,0.763559,0.00800206,0.0349552,0.0295736,0.00875
9,0,100,0.75,0.0025,0.000456229,1.20398,1.95981,0.114838,0.212214,0.642089,0.600502,0.161638,0.957899,1.25848,1.49953,0.256079,0.718198,0.430024,0.329679,9.35659e-11,1.75e-13,900,1900,0.437832,0.763546,0.00854857,0.0349664,0.0298783,0.00875
9,0,1000,1,0.00250007,0.000456241,1.20492,1.95981,0.114826,0.212012,0.641465,0.600756,0.161678,0.957912,1.25863,1.49953,0.256398,0.71816,0.429978,0.32996,9.35659e-11,1.75e-13,900,1900,0.438113,0.763507,0.00995762,0.0349941,0.0306446,0.00875
9,0,1000,0.75,0.00250005,0.000456238,1.20496,1.95981,0.114824,0.212004,0.64144,0.600766,0.161679,0.957913,1.25864,1.49953,0.25641,0.718158,0.429975,0.329973,9.35659e-11,1.75e-13,900,1900,0.438125,0.763507,0.0100152,0.0349956,0.0306815,0.00875
10,0,0.1,1,0.0025,0.000456229,1.17903,1.95709,0.076475,0.201607,0.769259,0.466674,0.165697,0.958555,1.19544,1.50087,0.171652,0.762582,0.432911,0.356146,9.35659e-11,1.75e-13,900,1900,0.32796,0.805315,0.0025,0.035,0.0396998,0.00875
10,0,0.1,0.75,0.0025,0.000456229,1.17956,1.9565,0.0771957,0.201357,0.763879,0.471431,0.166227,0.957625,1.19845,1.50035,0.174459,0.759133,0.432301,0.356255,9.35659e-11,1.75e-13,900,1900,0.332616,0.80306,0.0025,0.035,0.0392095,0.00875
10,0,1,1,0.0025,0.000456229,1.17506,1.95606,0.0728385,0.205519,0.769259,0.471506,0.164761,0.955344,1.20097,1.49912,0.17006,0.752405,0.433703,0.350436,9.35659e-11,1.75e-13,900,1900,0.335125,0.804004,0.0025,0.035,0.0377991,0.00875
10,0,1,0.75,0.0025,0.000456229,1.17657,1.95573,0.0744684,0.204291,0.763879,0.475055,0.165525,0.955217,1.20259,1.49904,0.173265,0.751501,0.432895,0.351973,9.35659e-11,1.75e-13,900,1900,0.33799,0.802076,0.0025,0.035,0.0377839,0.00875
10,0,10,1,0.0025,0.000456229,1.1743,1.95503,0.076391,0.202967,0.752999,0.482925,0.167173,0.954937,1.20607,1.49885,0.179126,0.749308,0.433173,0.352169,9.35659e-11,1.75e-13,900,1900,0.344536,0.798392,0.00286947,0.035,0.0356367,0.00875
10,0,10,0.75,0.0025,0.000456229,1.17601,1.95496,0.0771327,0.202377,0.751684,0.483619,0.167334,0.954911,1.20642,1.49883,0.180065,0.749177,0.432497,0.353273,9.35659e-11,1.75e-13,900,1900,0.345048,0.797867,0.00277711,0.035,0.0361622,0.00875
10,0,100,1,0.0025,0.000456229,1.17955,1.95477,0.0791391,0.200878,0.748295,0.485426,0.167749,0.954845,1.20732,1.49879,0.182448,0.748831,0.430936,0.355913,9.35659e-11,1.75e-13,900,1900,0.346319,0.796439,0.00291586,0.035,0.0371411,0.00875
10,0,100,0.75,0.0025,0.000456229,1.17995,1.95476,0.0791938,0.200811,0.748156,0.485495,0.167766,0.954842,1.20736,1.49879,0.182557,0.74882,0.430819,0.35608,9.35659e-11,1.75e-13,900,1900,0.346385,0.796402,0.0028119,0.035,0.0372905,0.00875
10,0,1000,1,0.0025,0.000456229,1.18095,1.95474,0.0793414,0.200636,0.747794,0.485673,0.16781,0.954836,1.20746,1.49879,0.182837,0.748791,0.430518,0.356511,9.35659e-11,1.62586e-13,900,1900,0.346554,0.796304,0.0026111,0.035,0.0376692,0.00875
10,0,1000,0.75,0.0025,0.000456229,1.181,1.95474,0.0793455,0.200629,0.74778,0.48568,0.167812,0.954835,1.20746,1.49879,0.182848,0.74879,0.430506,0.356529,9.35659e-11,1.6569e-13,900,1900,0.346562,0.796301,0.00258333,0.035,0.0376865,0.00875
11,0,0.1,1,0.0025,0.000456229,1.1725,1.961,0.0683773,0.209386,0.769259,0.442062,0.166926,0.963617,1.1779,1.50506,0.121734,0.782846,0.435818,0.348681,9.35659e-11,1.75e-13,900,1900,0.322173,0.810623,0.0025,0.035,0.0383006,0.00875
11,0,0.1,0.75,0.0025,0.000456229,1.17314,1.95977,0.0694926,0.208419,0.769259,0.449423,0.166384,0.961549,1.18367,1.50357,0.133815,0.775236,0.435289,0.34912,9.35659e-11,1.75e-13,900,1900,0.325411,0.808968,0.0025,0.035,0.0381752,0.00875
11,0,1,1,0.0025,0.000456229,1.16727,1.9576,0.0619726,0.21228,0.769259,0.448443,0.161832,0.957568,1.19012,1.5007,0.142132,0.76257,0.439394,0.342974,9.35659e-11,1.75e-13,900,1900,0.329066,0.813768,0.0025,0.035,0.0372179,0.00875
11,0,1,0.75,0.0025,0.000456229,1.16921,1.95721,0.0646891,0.21059,0.769259,0.454209,0.162564,0.957012,1.19283,1.50031,0.149114,0.760029,0.437971,0.344839,9.35659e-11,1.75e-13,900,1900,0.33058,0.811327,0.0025,0.035,0.0373632,0.00875
11,0,10,1,0.0025,0.000456229,1.17043,1.95618,0.0709048,0.206332,0.769259,0.468758,0.164154,0.95547,1.19971,1.49922,0.166898,0.753336,0.436162,0.347816,9.35659e-11,1.75e-13,900,1900,0.334954,0.805941,0.0025,0.035,0.0378702,0.00875
11,0,10,0.75,0.0025,0.000456229,1.17159,1.95615,0.0713882,0.206129,0.769259,0.469445,0.164306,0.955439,1.20002,1.49919,0.167688,0.753103,0.435548,0.348471,9.35659e-11,1.75e-13,900,1900,0.334997,0.805457,0.0025,0.035,0.0378524,0.00875
11,0,100,1,0.0025,0.000456229,1.17392,1.95607,0.0727538,0.205565,0.769259,0.471225,0.164692,0.955355,1.20084,1.49913,0.169734,0.752499,0.434124,0.350035,9.30125e-11,1.75e-13,900,1900,0.335135,0.804239,0.0025,0.035,0.0378902,0.00875
11,0,100,0.75,0.0025,0.000456229,1.17421,1.95606,0.072775,0.205553,0.769259,0.471295,0.164709,0.955352,1.20087,1.49913,0.169816,0.752475,0.434019,0.350135,9.31509e-11,1.75e-13,900,1900,0.335132,0.804181,0.0025,0.035,0.0378674,0.00875
11,0,1000,1,0.0025,0.000456229,1.17492,1.95606,0.072834,0.205522,0.769259,0.471478,0.164754,0.955345,1.20096,1.49912,0.170027,0.752415,0.43375,0.350393,9.35659e-11,1.75e-13,900,1900,0.335126,0.804029,0.0025,0.035,0.0378113,0.00875
11,0,1000,0.75,0.0025,0.000456229,1.17496,1.95606,0.0728351,0.205521,0.769259,0.471485,0.164756,0.955345,1.20096,1.49912,0.170035,0.752412,0.433738,0.350404,9.35659e-11,1.75e-13,900,1900,0.335126,0.804023,0.0025,0.035,0.0378082,0.00875
12,0,0.1,1,0.0025,0.000456229,1.16872,2.00109,0.0601321,0.230647,0.769259,0.362388,0.137288,0.98456,1.09717,1.53,0.121734,0.871973,0.446068,0.330792,9.35659e-11,1.75e-13,900,1900,0.192262,0.842782,0.0025,0.035,0.0576117,0.00875
12,0,0.1,0.75,0.0025,0.000456229,1.16966,1.99106,0.0621934,0.225331,0.769259,0.382306,0.144697,0.979324,1.11735,1.52376,0.121734,0.849691,0.443505,0.335264,9.35659e-11,1.75e-13,900,1900,0.22474,0.834742,0.0025,0.035,0.052784,0.00875
12,0,1,1,0.0025,0.000456229,1.16761,1.9645,0.0612356,0.219746,0.769259,0.424017,0.161775,0.965358,1.16855,1.50771,0.121734,0.792016,0.441123,0.337423,9.35659e-11,1.75e-13,900,1900,0.299006,0.81128,0.0025,0.035,0.0452737,0.00875
12,0,1,0.75,0.0025,0.000456229,1.16883,1.96363,0.063021,0.217156,0.769259,0.428528,0.163062,0.964923,1.17089,1.50705,0.121734,0.789724,0.439797,0.340238,9.35659e-11,1.75e-13,900,1900,0.304798,0.811116,0.0025,0.035,0.0435304,0.00875
12,0,10,1,0.0025,0.000456229,1.16854,1.9612,0.0643571,0.210434,0.769259,0.439962,0.166325,0.963656,1.17674,1.50529,0.121734,0.783783,0.437136,0.345841,9.35659e-11,1.75e-13,900,1900,0.319851,0.810657,0.0025,0.035,0.0402153,0.00875
12,0,10,0.75,0.0025,0.000456229,1.16953,1.96115,0.0653622,0.210172,0.769259,0.440487,0.166475,0.963646,1.17703,1.50523,0.121734,0.783549,0.436807,0.346551,9.35659e-11,1.75e-13,900,1900,0.320431,0.810649,0.0025,0.035,0.0397366,0.00875
12,0,100,1,0.0025,0.000456229,1.17158,1.96102,0.0680278,0.209455,0.769259,0.441853,0.16687,0.963622,1.17778,1.50508,0.121734,0.782945,0.436072,0.348275,9.35659e-11,1.75e-13,900,1900,0.321995,0.810687,0.0025,0.035,0.0388442,0.00875
12,0,100,0.75,0.0025,0.000456229,1.17181,1.96101,0.0681152,0.209437,0.769259,0.441905,0.166884,0.96362,1.17781,1.50508,0.121734,0.78292,0.436008,0.348376,9.35659e-11,1.75e-13,900,1900,0.322039,0.810671,0.0025,0.035,0.0387083,0.00875
12,0,1000,1,0.0025,0.000456229,1.17239,1.961,0.0683692,0.209399,0.769259,0.442043,0.166921,0.963619,1.17789,1.50506,0.121734,0.782856,0.435851,0.348639,9.35659e-11,1.75e-13,900,1900,0.32216,0.810634,0.0025,0.035,0.0383913,0.00875
12,0,1000,0.75,0.0025,0.000456229,1.17242,1.961,0.0683712,0.209395,0.769259,0.442048,0.166922,0.963618,1.17789,1.50506,0.121734,0.782854,0.435843,0.34865,9.35659e-11,1.75e-13,900,1900,0.322163,0.810631,0.0025,0.035,0.0383686,0.00875
13,0,1000,1,0.00270752,0.000456229,1.16867,2.00108,0.0600595,0.230664,0.769259,0.362377,0.137292,0.984561,1.09716,1.53,0.121734,0.871983,0.446096,0.330752,9.35659e-11,1.75e-13,900,1900,0.192278,0.842816,0.0025,0.035,0.0575991,0.00875
13,0,1000,0.75,0.00265564,0.000456229,1.16868,2.00108,0.0600777,0.23066,0.769259,0.36238,0.137291,0.984561,1.09717,1.53,0.121734,0.87198,0.446089,0.330762,9.35659e-11,1.75e-13,900,1900,0.192274,0.842807,0.0025,0.035,0.0576023,0.00875
14,0,0.1,1,0.0025,0.000456229,1.166,2.00337,0.0470196,0.237803,0.769259,0.333613,0.117614,1.00171,1.05954,1.54744,0.121734,0.919539,0.446711,0.326249,9.35659e-11,1.75e-13,900,1900,0.166379,0.868298,0.0025,0.035,0.0534581,0.00875
14,0,0.1,0.75,0.00255188,0.000456229,1.16666,2.0028,0.0502796,0.236018,0.769259,0.340804,0.122533,0.997426,1.06895,1.54308,0.121734,0.90765,0.446557,0.327375,9.35659e-11,1.75e-13,900,1900,0.172854,0.861928,0.0025,0.035,0.0544934,0.00875
14,0,1,1,0.0025,0.000456229,1.16744,2.00051,0.0529931,0.234557,0.769259,0.353117,0.134452,0.986717,1.09179,1.53215,0.121734,0.878094,0.448014,0.32677,9.35659e-11,1.75e-13,900,1900,0.189695,0.854473,0.0025,0.035,0.0542571,0.00875
14,0,1,0.75,0.00255188,0.000456229,1.16775,2.00065,0.0547597,0.233584,0.769259,0.355432,0.135162,0.986178,1.09314,1.53161,0.121734,0.876566,0.447534,0.327765,9.35659e-11,1.75e-13,900,1900,0.190341,0.851559,0.0025,0.035,0.0550926,0.00875
14,0,10,1,0.00257106,0.000456229,1.16777,2.0009,0.0576367,0.231675,0.769259,0.360405,0.136725,0.98495,1.09609,1.53039,0.121734,0.873125,0.448057,0.328785,9.35659e-11,1.75e-13,900,1900,0.1926,0.846554,0.0025,0.0342418,0.0573786,0.00875
14,0,10,0.75,0.00260518,0.000456229,1.16799,2.00095,0.0582424,0.231422,0.769259,0.360898,0.136867,0.984852,1.09636,1.53029,0.121734,0.872839,0.447567,0.329277,9.35659e-11,1.75e-13,900,1900,0.19252,0.845619,0.0025,0.0344313,0.0574337,0.00875
14,0,100,1,0.00259844,0.000456229,1.16845,2.00106,0.0598003,0.230753,0.769259,0.362173,0.137233,0.9846,1.09705,1.53004,0.121734,0.872099,0.446389,0.330499,9.35659e-11,1.75e-13,900,1900,0.192362,0.843269,0.0025,0.0349077,0.0576682,0.00875
14,0,100,0.75,0.00262571,0.000456229,1.1685,2.00107,0.0598651,0.230731,0.769259,0.362224,0.137248,0.98459,1.09708,1.53003,0.121734,0.87207,0.446316,0.330562,9.35659e-11,1.75e-13,900,1900,0.192341,0.843156,0.0025,0.0349308,0.057651,0.00875
14,0,1000,1,0.00270751,0.000456229,1.16863,2.00108,0.0600419,0.230672,0.769259,0.362356,0.137286,0.984565,1.09715,1.53001,0.121734,0.871995,0.446128,0.330723,9.35659e-11,1.75e-13,900,1900,0.192287,0.842861,0.0025,0.0349917,0.0576151,0.00875
14,0,1000,0.75,0.00270751,0.000456229,1.16864,2.00108,0.0600463,0.23067,0.769259,0.362361,0.137288,0.984564,1.09716,1.53001,0.121734,0.871992,0.44612,0.33073,9.35659e-11,1.75e-13,900,1900,0.192285,0.84285,0.0025,0.0349938,0.0576111,0.00875
15,0,0.1,1,0.0025,0.000456229,1.16454,2.01297,0.0419368,0.247886,0.769259,0.312088,0.176791,1.04081,1.03997,1.58711,0.121734,0.985824,0.447735,0.314713,9.35659e-11,1.75e-13,900,1900,0.148086,0.882532,0.0025,0.035,0.0498519,0.00875
15,0,0.1,0.75,0.0025,0.000456229,1.1649,2.01057,0.0432075,0.245365,0.769259,0.317469,0.161997,1.03104,1.04486,1.5772,0.121734,0.969253,0.447479,0.317597,9.35659e-11,1.75e-13,900,1900,0.152659,0.878973,0.0025,0.035,0.0507535,0.00875
15,0,1,1,0.0025,0.000456229,1.16277,2.00688,0.0345364,0.250296,0.769259,0.335569,0.12701,1.00838,1.05353,1.55305,0.121734,0.930235,0.449316,0.308897,9.35659e-11,1.75e-13,900,1900,0.143898,0.869695,0.0025,0.035,0.0455985,0.00875
15,0,1,0.75,0.0025,0.000456229,1.16357,2.006,0.0376572,0.247173,0.769259,0.33508,0.124661,1.00672,1.05503,1.55165,0.121734,0.927561,0.448664,0.313235,9.35659e-11,1.75e-13,900,1900,0.149518,0.869346,0.0025,0.035,0.0475634,0.00875
15,0,10,1,0.0025,0.000456229,1.16429,2.00371,0.0449216,0.239186,0.769259,0.333607,0.118714,1.0024,1.05889,1.54803,0.121734,0.920636,0.447171,0.322715,9.35659e-11,1.75e-13,900,1900,0.162648,0.867247,0.0025,0.035,0.0493971,0.00875
15,0,10,0.75,0.0025,0.000456229,1.16472,2.00363,0.0454461,0.23884,0.769259,0.333608,0.118439,1.00223,1.05906,1.54788,0.121734,0.920362,0.447056,0.323598,9.35659e-11,1.75e-13,900,1900,0.163581,0.86751,0.0025,0.035,0.0504123,0.00875
15,0,100,1,0.0025,0.000456229,1.16556,2.0034,0.0468677,0.237929,0.769259,0.333602,0.117728,1.00178,1.05948,1.5475,0.121734,0.919647,0.446788,0.325845,9.35659e-11,1.75e-13,900,1900,0.165935,0.868108,0.0025,0.035,0.0527642,0.00875
15,0,100,0.75,0.0025,0.000456229,1.16567,2.00339,0.0469057,0.237897,0.769259,0.333604,0.117699,1.00176,1.05949,1.54749,0.121734,0.91962,0.446769,0.325946,9.35659e-11,1.75e-13,900,1900,0.166046,0.868155,0.0025,0.035,0.0529377,0.00875
15,0,1000,1,0.0025,0.000456229,1.16596,2.00337,0.0470121,0.237802,0.769259,0.333598,0.117651,1.00173,1.05954,1.54745,0.121734,0.919554,0.446731,0.326227,9.35659e-11,1.75e-13,900,1900,0.16641,0.868328,0.0025,0.035,0.0534913,0.00875
15,0,1000,0.75,0.0025,0.000456229,1.16597,2.00337,0.047014,0.237803,0.769259,0.333601,0.117642,1.00172,1.05954,1.54745,0.121734,0.919551,0.446726,0.326233,9.35659e-11,1.75e-13,900,1900,0.166402,0.868321,0.0025,0.035,0.053483,0.00875
16,0,0.1,1,0.0026017,0.000456229,1.15972,2.04338,0.024,0.257835,0.769259,0.275984,0.13753,1.08363,0.982041,1.61639,0.121734,1.0552,0.445477,0.306217,9.35659e-11,1.75e-13,900,1900,0.149552,0.872642,0.0025,0.035,0.0440003,0.00875
16,0,0.1,0.75,0.00257627,0.000456229,1.16102,2.03518,0.0288019,0.254717,0.769259,0.286355,0.143646,1.07048,0.997747,1.60659,0.121734,1.03372,0.445978,0.309062,9.35659e-11,1.75e-13,900,1900,0.150329,0.874225,0.0025,0.035,0.0456886,0.00875
16,0,1,1,0.00278413,0.000456229,1.1607,2.0116,0.0327698,0.245164,0.769259,0.299189,0.15484,1.03897,1.03953,1.58294,0.121734,0.980557,0.448722,0.313762,9.35659e-11,1.75e-13,900,1900,0.157338,0.887443,0.0025,0.035,0.0450844,0.00875
16,0,1,0.75,0.0027131,0.000456229,1.16175,2.01134,0.0353792,0.245214,0.769259,0.303759,0.156629,1.03699,1.04086,1.5815,0.121734,0.977731,0.448412,0.314721,9.35659e-11,1.75e-13,900,1900,0.156169,0.885326,0.0025,0.035,0.0465017,0.00875
16,0,10,1,0.00279277,0.000456229,1.16297,2.0106,0.0405147,0.24427,0.769259,0.31483,0.161185,1.03177,1.04429,1.57778,0.121734,0.970364,0.448237,0.316609,9.35659e-11,1.75e-13,900,1900,0.153873,0.880668,0.0025,0.035,0.048988,0.00875
16,0,10,0.75,0.00271958,0.000456229,1.16346,2.0106,0.0411879,0.244544,0.769259,0.31549,0.161388,1.03159,1.04443,1.57763,0.121734,0.970086,0.448047,0.316856,9.35659e-11,1.75e-13,900,1900,0.15357,0.880244,0.0025,0.035,0.0494294,0.00875
16,0,100,1,0.00277708,0.000456229,1.16448,2.01057,0.0429304,0.245209,0.769259,0.317188,0.161911,1.03111,1.04481,1.57725,0.121734,0.969363,0.44761,0.317459,9.35659e-11,1.75e-13,900,1900,0.152787,0.879148,0.0025,0.035,0.050479,0.00875
16,0,100,0.75,0.00270781,0.000456229,1.16458,2.01057,0.0429997,0.245248,0.769259,0.317259,0.161933,1.03109,1.04482,1.57724,0.121734,0.969335,0.447577,0.317494,9.35659e-11,1.75e-13,900,1900,0.152755,0.879105,0.0025,0.035,0.0505476,0.00875
16,0,1000,1,0.00262719,0.000456229,1.16487,2.01057,0.0431589,0.245362,0.769259,0.31745,0.161995,1.03104,1.04485,1.5772,0.121734,0.969261,0.447479,0.317592,9.35659e-11,1.75e-13,900,1900,0.152647,0.878956,0.0025,0.035,0.0506615,0.00875
16,0,1000,0.75,0.00259539,0.000456229,1.16488,2.01057,0.0431711,0.245363,0.769259,0.317455,0.161995,1.03104,1.04486,1.5772,0.121734,0.969259,0.447479,0.317593,9.35659e-11,1.75e-13,900,1900,0.15265,0.878961,0.0025,0.035,0.0506845,0.00875
17,0,0.1,1,0.00284989,0.000456229,1.15837,2.03814,0.024,0.263885,0.769259,0.256042,0.133839,1.10663,0.949704,1.64005,0.121734,1.10314,0.445599,0.301465,9.35659e-11,1.705e-13,900,1900,0.1375,0.879094,0.0025,0.035,0.0461811,0.00875
17,0,0.1,0.75,0.00278784,0.000456229,1.1587,2.03945,0.024,0.262373,0.769259,0.261028,0.134762,1.10088,0.957788,1.63413,0.121734,1.09116,0.445569,0.302653,9.35659e-11,1.71625e-13,900,1900,0.140513,0.877481,0.0025,0.035,0.0456359,0.00875
17,0,1,1,0.00292115,0.000456229,1.15724,2.04139,0.024,0.262752,0.769259,0.261539,0.137944,1.08993,0.973569,1.62272,0.121734,1.06798,0.445707,0.299982,9.35659e-11,1.75e-13,900,1900,0.142517,0.877918,0.0025,0.035,0.0500406,0.00875
17,0,1,0.75,0.00284128,0.000456229,1.15786,2.04189,0.024,0.261523,0.769259,0.265151,0.13784,1.08836,0.975687,1.62114,0.121734,1.06479,0.44565,0.301541,9.35659e-11,1.75e-13,900,1900,0.144276,0.876599,0.0025,0.035,0.0485306,0.00875
17,0,10,1,0.00280796,0.000456229,1.15802,2.04309,0.024,0.257954,0.769259,0.273884,0.137619,1.08426,0.981152,1.61706,0.121734,1.05654,0.445669,0.304714,9.35659e-11,1.75e-13,900,1900,0.149477,0.87417,0.0025,0.035,0.048149,0.00875
17,0,10,0.75,0.00275639,0.000456229,1.15845,2.04316,0.024,0.257924,0.769259,0.274409,0.137596,1.0841,0.981375,1.61689,0.121734,1.0562,0.445621,0.30509,9.35659e-11,1.75e-13,900,1900,0.149496,0.873788,0.0025,0.035,0.0471119,0.00875
17,0,100,1,0.0028917,0.000456229,1.15922,2.04333,0.024,0.257743,0.769259,0.275698,0.137578,1.0837,0.981944,1.61647,0.121734,1.05536,0.44562,0.305933,9.35659e-11,1.75e-13,900,1900,0.149755,0.873073,0.0025,0.035,0.0453258,0.00875
17,0,100,0.75,0.0028192,0.000456229,1.15934,2.04334,0.024,0.257766,0.769259,0.275769,0.137566,1.08369,0.981969,1.61645,0.121734,1.05532,0.445584,0.306004,9.35659e-11,1.75e-13,900,1900,0.149704,0.872965,0.0025,0.035,0.0449945,0.00875
17,0,1000,1,0.00286647,0.000456229,1.15966,2.04338,0.024,0.257822,0.769259,0.275953,0.137535,1.08364,0.982032,1.6164,0.121734,1.05522,0.445494,0.306186,9.35659e-11,1.75e-13,900,1900,0.149581,0.872694,0.0025,0.035,0.0441589,0.00875
17,0,1000,0.75,0.00280028,0.000456229,1.15968,2.04338,0.024,0.257825,0.769259,0.275961,0.137534,1.08364,0.982034,1.6164,0.121734,1.05522,0.44549,0.306194,9.35659e-11,1.75e-13,900,1900,0.149574,0.872681,0.0025,0.035,0.0441193,0.00875
18,0,0.1,1,0.00284885,0.000456289,1.15836,2.0381,0.024,0.263963,0.769259,0.255944,0.133651,1.10693,0.94931,1.64029,0.121734,1.10357,0.445606,0.301412,9.35659e-11,1.75e-13,900,1900,0.137579,0.879101,0.0025,0.035,0.0461458,0.00875
18,0,0.1,0.75,0.00284911,0.000456274,1.15836,2.03811,0.024,0.263943,0.769259,0.255968,0.133698,1.10686,0.949408,1.64023,0.121734,1.10346,0.445604,0.301425,9.35659e-11,1.73875e-13,900,1900,0.137559,0.879099,0.0025,0.035,0.0461546,0.00875
18,0,1,1,0.00284853,0.000456229,1.15836,2.03813,0.024,0.263931,0.769259,0.25602,0.133817,1.10667,0.949661,1.64008,0.121734,1.10319,0.445617,0.301419,9.35659e-11,1.75e-13,900,1900,0.137535,0.879114,0.0025,0.035,0.046162,0.00875
18,0,1,0.75,0.00284887,0.000456229,1.15837,2.03813,0.024,0.26392,0.769259,0.256026,0.133823,1.10666,0.949672,1.64007,0.121734,1.10318,0.445612,0.301431,9.35659e-11,1.73875e-13,900,1900,0.137526,0.879109,0.0025,0.035,0.0461668,0.00875
18,0,10,1,0.00284859,0.000456229,1.15836,2.03814,0.0240007,0.263892,0.769259,0.25604,0.133837,1.10664,0.949699,1.64005,0.121734,1.10315,0.445607,0.301452,9.35659e-11,1.75e-13,900,1900,0.137506,0.879099,0.0025,0.035,0.0461761,0.00875
18,0,10,0.75,0.00284892,0.000456229,1.15836,2.03814,0.0240005,0.263891,0.769259,0.25604,0.133837,1.10664,0.949701,1.64005,0.121734,1.10315,0.445605,0.301455,9.35659e-11,1.73875e-13,900,1900,0.137504,0.879098,0.0025,0.035,0.0461773,0.00875
18,0,100,1,0.00284859,0.000456229,1.15836,2.03814,0.0240003,0.263886,0.769259,0.256042,0.133839,1.10663,0.949704,1.64005,0.121734,1.10314,0.4456,0.301463,9.35659e-11,1.75e-13,900,1900,0.1375,0.879095,0.0025,0.035,0.0461804,0.00875
18,0,100,0.75,0.00284892,0.000456229,1.15837,2.03814,0.0240003,0.263886,0.769259,0.256042,0.133839,1.10663,0.949704,1.64005,0.121734,1.10314,0.4456,0.301464,9.35659e-11,1.73875e-13,900,1900,0.1375,0.879094,0.0025,0.035,0.0461805,0.00875
18,0,1000,1,0.00285542,0.000456229,1.15836,2.03814,0.024,0.263886,0.769259,0.256042,0.133839,1.10663,0.949704,1.64005,0.121734,1.10314,0.445599,0.301464,9.35659e-11,1.75e-13,900,1900,0.1375,0.879094,0.0025,0.035,0.0461804,0.00875
18,0,1000,0.75,0.00285404,0.000456229,1.15836,2.03814,0.024,0.263886,0.769259,0.256042,0.133839,1.10663,0.949704,1.64005,0.121734,1.10314,0.445599,0.301464,9.35659e-11,1.73875e-13,900,1900,0.1375,0.879094,0.0025,0.035,0.0461806,0.00875
19,0,0.1,1,0.0030017,0.000456229,1.15688,2.03391,0.024,0.269348,0.769259,0.238026,0.115791,1.14087,0.913956,1.66525,0.121734,1.14955,0.443271,0.299354,9.35659e-11,1.75e-13,900,1900,0.152574,0.877985,0.0025,0.035,0.0423512,0.00875
19,0,0.1,0.75,0.00296513,0.000456229,1.15725,2.03497,0.024,0.267982,0.769259,0.24253,0.120303,1.13231,0.922893,1.65895,0.121734,1.13795,0.443853,0.299881,9.35659e-11,1.75e-13,900,1900,0.148806,0.878262,0.0025,0.035,0.0433085,0.00875
19,0,1,1,0.00309853,0.000456229,1.15595,2.03583,0.024,0.268957,0.769259,0.243302,0.129278,1.11566,0.940975,1.64633,0.121734,1.11493,0.444659,0.297906,9.35659e-11,1.75e-13,900,1900,0.149994,0.883782,0.0025,0.035,0.0437285,0.00875
19,0,1,0.75,0.00303776,0.000456229,1.15655,2.0364,0.024,0.267689,0.769259,0.246487,0.130418,1.1134,0.943157,1.64476,0.121734,1.11198,0.444894,0.298796,9.35659e-11,1.75e-13,900,1900,0.146871,0.88261,0.0025,0.035,0.0443414,0.00875
