name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00248411,-0.00246823,0.00746823
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.000672195,-0.00088816,0.00180062
N_P,1.5,0.25625,0.9875,2.0125,1.20508,0.199825,0.805429,1.60473
N_M,2.05,0.5125,1.025,3.075,1.95981,0.511454,0.936897,2.98271
WR_P,0.1,0.044,0.012,0.188,0.114821,0.0439231,0.0269747,0.202667
WR_M,0.159488,0.059808,0.039872,0.279104,0.211979,0.059492,0.0929948,0.330963
TCS_P,0.439577,0.164841,0.109894,0.769259,0.641366,0.163468,0.31443,0.968301
TCS_M,0.952105,0.357039,0.238026,1.66618,0.600795,0.353492,-0.10619,1.30778
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.161684,0.0378834,0.0859174,0.237451
TCD_M,0.984405,0.369152,0.246101,1.72271,0.957915,0.369113,0.219688,1.69614
AF_P,1.50511,0.564418,0.376279,2.63395,1.25866,0.562955,0.132748,2.38457
AF_M,1.49939,0.562271,0.374847,2.62393,1.49953,0.562269,0.374989,2.62407
AUF_P,0.486935,0.182601,0.121734,0.852137,0.256449,0.182179,-0.10791,0.620807
AUF_M,0.698884,0.262082,0.174721,1.22305,0.718154,0.262057,0.194039,1.24227
POR_P,0.63739,0.17275,0.29189,0.98289,0.429967,0.164023,0.101921,0.758012
POR_M,0.481031,0.180387,0.120258,0.841804,0.33001,0.172432,-0.0148531,0.674874
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00498e-11,5.34663e-11,1.33665e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.75e-14,1e-13,2.5e-13
DEN_P,900,337.5,225,1575,900,337.471,225.057,1574.94
DEN_M,1900,475,950,2850,1900,474.751,950.497,2849.5
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.438161,0.200347,0.037468,0.838855
E_BG,0.75,0.115625,0.51875,0.98125,0.763506,0.113772,0.535961,0.991051
PEN_W,0.01,0.00375,0.0025,0.0175,0.0101881,0.00374982,0.00268847,0.0176877
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749941,0.0200012,0.0499988
Z_BG,0.04,0.015,0.01,0.07,0.0307924,0.0149538,0.000884877,0.0607
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187488,0.00500023,0.0124998
