name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00244761,-0.00239521,0.00739521
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.000654017,-0.000851804,0.00176426
N_P,1.5,0.25625,0.9875,2.0125,1.16872,0.16553,0.837656,1.49978
N_M,2.05,0.5125,1.025,3.075,2.00109,0.511329,0.978426,3.02374
WR_P,0.1,0.044,0.012,0.188,0.0601321,0.0438922,-0.0276523,0.147917
WR_M,0.159488,0.059808,0.039872,0.279104,0.230647,0.0595479,0.111551,0.349742
TCS_P,0.439577,0.164841,0.109894,0.769259,0.769259,0.164177,0.440904,1.09761
TCS_M,0.952105,0.357039,0.238026,1.66618,0.362388,0.348752,-0.335117,1.05989
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.137288,0.0378835,0.0615212,0.213055
TCD_M,0.984405,0.369152,0.246101,1.72271,0.98456,0.3685,0.24756,1.72156
AF_P,1.50511,0.564418,0.376279,2.63395,1.09717,0.563484,-0.0297961,2.22414
AF_M,1.49939,0.562271,0.374847,2.62393,1.53,0.561718,0.40656,2.65343
AUF_P,0.486935,0.182601,0.121734,0.852137,0.121734,0.178596,-0.235458,0.478926
AUF_M,0.698884,0.262082,0.174721,1.22305,0.871973,0.261912,0.348148,1.3958
POR_P,0.63739,0.17275,0.29189,0.98289,0.446068,0.165959,0.114149,0.777986
POR_M,0.481031,0.180387,0.120258,0.841804,0.330792,0.173727,-0.0166615,0.678245
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00492e-11,5.34676e-11,1.33664e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74988e-14,1.00002e-13,2.49998e-13
DEN_P,900,337.5,225,1575,900,337.492,225.017,1574.98
DEN_M,1900,475,950,2850,1900,474.804,950.393,2849.61
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.192262,0.200493,-0.208725,0.593249
E_BG,0.75,0.115625,0.51875,0.98125,0.842782,0.114338,0.614105,1.07146
PEN_W,0.01,0.00375,0.0025,0.0175,0.0025,0.00375,-0.005,0.01
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749991,0.0200002,0.0499998
Z_BG,0.04,0.015,0.01,0.07,0.0576117,0.0149846,0.0276426,0.0875809
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187487,0.00500026,0.0124997
