name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00245095,-0.0024019,0.0074019
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00146118,0.000671242,0.000118692,0.00280366
N_P,1.5,0.25625,0.9875,2.0125,1.46849,0.250383,0.967723,1.96926
N_M,2.05,0.5125,1.025,3.075,2.05642,0.485763,1.08489,3.02795
WR_P,0.1,0.044,0.012,0.188,0.127359,0.0436997,0.03996,0.214759
WR_M,0.159488,0.059808,0.039872,0.279104,0.17205,0.0589147,0.0542205,0.289879
TCS_P,0.439577,0.164841,0.109894,0.769259,0.468076,0.157949,0.152179,0.783974
TCS_M,0.952105,0.357039,0.238026,1.66618,0.892133,0.355493,0.181147,1.60312
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.140223,0.0378601,0.0645025,0.215943
TCD_M,0.984405,0.369152,0.246101,1.72271,0.972633,0.368958,0.234718,1.71055
AF_P,1.50511,0.564418,0.376279,2.63395,1.4427,0.561302,0.320094,2.5653
AF_M,1.49939,0.562271,0.374847,2.62393,1.50073,0.562099,0.376529,2.62492
AUF_P,0.486935,0.182601,0.121734,0.852137,0.454204,0.182251,0.0897023,0.818705
AUF_M,0.698884,0.262082,0.174721,1.22305,0.700979,0.26203,0.176919,1.22504
POR_P,0.63739,0.17275,0.29189,0.98289,0.551411,0.163578,0.224254,0.878568
POR_M,0.481031,0.180387,0.120258,0.841804,0.434802,0.172451,0.0899001,0.779704
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,2.62761e-11,1.99963e-11,-1.37165e-11,6.62686e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74912e-14,1.00018e-13,2.49982e-13
DEN_P,900,337.5,225,1575,900,337.309,225.383,1574.62
DEN_M,1900,475,950,2850,1900,474.228,951.543,2848.46
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.551832,0.195523,0.160785,0.942879
E_BG,0.75,0.115625,0.51875,0.98125,0.765401,0.112886,0.53963,0.991172
PEN_W,0.01,0.00375,0.0025,0.0175,0.00864862,0.00374991,0.0011488,0.0161484
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749964,0.0200007,0.0499993
Z_BG,0.04,0.015,0.01,0.07,0.0349713,0.0148958,0.00517973,0.0647628
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187493,0.00500013,0.0124999
