name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00246802,-0.00243604,0.00743604
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.00064445,-0.000832672,0.00174513
N_P,1.5,0.25625,0.9875,2.0125,1.2668,0.233304,0.800192,1.73341
N_M,2.05,0.5125,1.025,3.075,1.96355,0.511421,0.940707,2.98639
WR_P,0.1,0.044,0.012,0.188,0.140054,0.0439132,0.0522279,0.227881
WR_M,0.159488,0.059808,0.039872,0.279104,0.212003,0.059444,0.0931153,0.330891
TCS_P,0.439577,0.164841,0.109894,0.769259,0.548481,0.162239,0.224002,0.872959
TCS_M,0.952105,0.357039,0.238026,1.66618,0.661415,0.354434,-0.0474532,1.37028
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.157827,0.037883,0.0820612,0.233593
TCD_M,0.984405,0.369152,0.246101,1.72271,0.958849,0.368848,0.221153,1.69654
AF_P,1.50511,0.564418,0.376279,2.63395,1.28802,0.563094,0.161837,2.41421
AF_M,1.49939,0.562271,0.374847,2.62393,1.50013,0.561839,0.376455,2.62381
AUF_P,0.486935,0.182601,0.121734,0.852137,0.313947,0.182137,-0.0503279,0.678222
AUF_M,0.698884,0.262082,0.174721,1.22305,0.711932,0.261867,0.188198,1.23567
POR_P,0.63739,0.17275,0.29189,0.98289,0.445764,0.162203,0.121359,0.77017
POR_M,0.481031,0.180387,0.120258,0.841804,0.352739,0.171836,0.00906703,0.696412
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,7.51933e-11,2.00429e-11,3.51075e-11,1.15279e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74975e-14,1.00005e-13,2.49995e-13
DEN_P,900,337.5,225,1575,900,337.231,225.538,1574.46
DEN_M,1900,475,950,2850,1900,474.634,950.732,2849.27
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.485095,0.199574,0.085947,0.884244
E_BG,0.75,0.115625,0.51875,0.98125,0.764829,0.113409,0.538011,0.991646
PEN_W,0.01,0.00375,0.0025,0.0175,0.0101823,0.00375,0.00268229,0.0176823
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749886,0.0200023,0.0499977
Z_BG,0.04,0.015,0.01,0.07,0.0238633,0.0148978,-0.00593222,0.0536589
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187477,0.00500046,0.0124995
