name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00246056,-0.00242112,0.00742112
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.000650094,-0.00084396,0.00175642
N_P,1.5,0.25625,0.9875,2.0125,1.166,0.162106,0.841784,1.49021
N_M,2.05,0.5125,1.025,3.075,2.00337,0.511591,0.980185,3.02655
WR_P,0.1,0.044,0.012,0.188,0.0470196,0.0439197,-0.0408197,0.134859
WR_M,0.159488,0.059808,0.039872,0.279104,0.237803,0.0595258,0.118751,0.356855
TCS_P,0.439577,0.164841,0.109894,0.769259,0.769259,0.164252,0.440754,1.09776
TCS_M,0.952105,0.357039,0.238026,1.66618,0.333613,0.348751,-0.363889,1.03112
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.117614,0.0378752,0.0418631,0.193364
TCD_M,0.984405,0.369152,0.246101,1.72271,1.00171,0.368599,0.264517,1.73891
AF_P,1.50511,0.564418,0.376279,2.63395,1.05954,0.562636,-0.0657326,2.18481
AF_M,1.49939,0.562271,0.374847,2.62393,1.54744,0.561258,0.424925,2.66996
AUF_P,0.486935,0.182601,0.121734,0.852137,0.121734,0.174284,-0.226834,0.470302
AUF_M,0.698884,0.262082,0.174721,1.22305,0.919539,0.2619,0.395738,1.44334
POR_P,0.63739,0.17275,0.29189,0.98289,0.446711,0.166058,0.114595,0.778827
POR_M,0.481031,0.180387,0.120258,0.841804,0.326249,0.173149,-0.0200488,0.672547
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00494e-11,5.34671e-11,1.33665e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74968e-14,1.00006e-13,2.49994e-13
DEN_P,900,337.5,225,1575,900,337.364,225.272,1574.73
DEN_M,1900,475,950,2850,1900,474.57,950.86,2849.14
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.166379,0.194741,-0.223104,0.555861
E_BG,0.75,0.115625,0.51875,0.98125,0.868298,0.114345,0.639608,1.09699
PEN_W,0.01,0.00375,0.0025,0.0175,0.0025,0.00375,-0.005,0.01
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749989,0.0200002,0.0499998
Z_BG,0.04,0.015,0.01,0.07,0.0534581,0.0149811,0.0234959,0.0834203
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187496,0.00500007,0.0124999
