name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0030017,0.00247993,-0.00195816,0.00796156
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.000456229,0.000660828,-0.000865428,0.00177789
N_P,1.5,0.25625,0.9875,2.0125,1.15688,0.1534,0.850079,1.46368
N_M,2.05,0.5125,1.025,3.075,2.03391,0.511262,1.01139,3.05644
WR_P,0.1,0.044,0.012,0.188,0.024,0.0439136,-0.0638272,0.111827
WR_M,0.159488,0.059808,0.039872,0.279104,0.269348,0.0596123,0.150123,0.388573
TCS_P,0.439577,0.164841,0.109894,0.769259,0.769259,0.164338,0.440583,1.09794
TCS_M,0.952105,0.357039,0.238026,1.66618,0.238026,0.343966,-0.449906,0.925958
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.115791,0.0378835,0.0400242,0.191558
TCD_M,0.984405,0.369152,0.246101,1.72271,1.14087,0.368207,0.404453,1.87728
AF_P,1.50511,0.564418,0.376279,2.63395,0.913956,0.563847,-0.213738,2.04165
AF_M,1.49939,0.562271,0.374847,2.62393,1.66525,0.561723,0.541801,2.78869
AUF_P,0.486935,0.182601,0.121734,0.852137,0.121734,0.180229,-0.238724,0.482192
AUF_M,0.698884,0.262082,0.174721,1.22305,1.14955,0.261929,0.625695,1.67341
POR_P,0.63739,0.17275,0.29189,0.98289,0.443271,0.165271,0.11273,0.773813
POR_M,0.481031,0.180387,0.120258,0.841804,0.299354,0.171435,-0.0435158,0.642224
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00446e-11,5.34766e-11,1.33655e-10
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74967e-14,1.00007e-13,2.49993e-13
DEN_P,900,337.5,225,1575,900,337.489,225.022,1574.98
DEN_M,1900,475,950,2850,1900,474.68,950.64,2849.36
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.152574,0.198539,-0.244503,0.549652
E_BG,0.75,0.115625,0.51875,0.98125,0.877985,0.114304,0.649376,1.10659
PEN_W,0.01,0.00375,0.0025,0.0175,0.0025,0.00375,-0.005,0.01
PEN_S,0.02,0.0075,0.005,0.035,0.035,0.00749979,0.0200004,0.0499996
Z_BG,0.04,0.015,0.01,0.07,0.0423512,0.0149682,0.0124147,0.0722877
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187495,0.00500011,0.0124999
