name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00245187,-0.00240374,0.00740374
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00156928,0.000668292,0.000232698,0.00290587
N_P,1.5,0.25625,0.9875,2.0125,1.51257,0.250893,1.01078,2.01436
N_M,2.05,0.5125,1.025,3.075,2.07235,0.487694,1.09696,3.04774
WR_P,0.1,0.044,0.012,0.188,0.116343,0.0436927,0.0289573,0.203728
WR_M,0.159488,0.059808,0.039872,0.279104,0.165432,0.0586403,0.0481517,0.282713
TCS_P,0.439577,0.164841,0.109894,0.769259,0.460556,0.155651,0.149253,0.771859
TCS_M,0.952105,0.357039,0.238026,1.66618,0.940222,0.35581,0.228602,1.65184
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.130452,0.0378173,0.0548176,0.206087
TCD_M,0.984405,0.369152,0.246101,1.72271,0.985317,0.368893,0.247532,1.7231
AF_P,1.50511,0.564418,0.376279,2.63395,1.49026,0.561711,0.366836,2.61368
AF_M,1.49939,0.562271,0.374847,2.62393,1.49697,0.561819,0.373335,2.62061
AUF_P,0.486935,0.182601,0.121734,0.852137,0.489767,0.182121,0.125525,0.854009
AUF_M,0.698884,0.262082,0.174721,1.22305,0.697959,0.261797,0.174366,1.22155
POR_P,0.63739,0.17275,0.29189,0.98289,0.590182,0.162893,0.264395,0.915968
POR_M,0.481031,0.180387,0.120258,0.841804,0.459994,0.171605,0.116783,0.803205
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,3.96495e-11,2.00335e-11,-4.1744e-13,7.97164e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.7037e-13,3.74946e-14,9.53803e-14,2.45359e-13
DEN_P,900,337.5,225,1575,900,337.393,225.214,1574.79
DEN_M,1900,475,950,2850,1900,474.556,950.888,2849.11
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.559149,0.195542,0.168065,0.950233
E_BG,0.75,0.115625,0.51875,0.98125,0.765653,0.112744,0.540165,0.99114
PEN_W,0.01,0.00375,0.0025,0.0175,0.0108583,0.00375,0.0033583,0.0183583
PEN_S,0.02,0.0075,0.005,0.035,0.0214688,0.00749668,0.00647539,0.0364621
Z_BG,0.04,0.015,0.01,0.07,0.032114,0.0149388,0.00223648,0.0619915
Z_S,0.005,0.001875,0.00125,0.00875,0.00875,0.00187482,0.00500036,0.0124996
