name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.0025,0.00249899,-0.00249797,0.00749797
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00212554,0.000684142,0.000757256,0.00349383
N_P,1.5,0.25625,0.9875,2.0125,1.49992,0.25616,0.9876,2.01224
N_M,2.05,0.5125,1.025,3.075,2.06126,0.51187,1.03752,3.085
WR_P,0.1,0.044,0.012,0.188,0.146029,0.043996,0.0580371,0.234021
WR_M,0.159488,0.059808,0.039872,0.279104,0.163287,0.0597912,0.043705,0.28287
TCS_P,0.439577,0.164841,0.109894,0.769259,0.478836,0.164723,0.14939,0.808282
TCS_M,0.952105,0.357039,0.238026,1.66618,0.941909,0.357014,0.22788,1.65594
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.115051,0.0378825,0.0392862,0.190816
TCD_M,0.984405,0.369152,0.246101,1.72271,0.984066,0.369141,0.245784,1.72235
AF_P,1.50511,0.564418,0.376279,2.63395,1.4986,0.564349,0.3699,2.6273
AF_M,1.49939,0.562271,0.374847,2.62393,1.49948,0.562257,0.37497,2.624
AUF_P,0.486935,0.182601,0.121734,0.852137,0.479522,0.18259,0.114341,0.844702
AUF_M,0.698884,0.262082,0.174721,1.22305,0.698962,0.262081,0.174801,1.22312
POR_P,0.63739,0.17275,0.29189,0.98289,0.528279,0.172587,0.183104,0.873453
POR_M,0.481031,0.180387,0.120258,0.841804,0.426898,0.180253,0.0663925,0.787403
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,4.27334e-11,2.00493e-11,2.63476e-12,8.2832e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.71653e-13,3.74999e-14,9.66531e-14,2.46653e-13
DEN_P,900,337.5,225,1575,900,337.495,225.01,1574.99
DEN_M,1900,475,950,2850,1900,474.995,950.01,2849.99
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.570947,0.206102,0.158744,0.983151
E_BG,0.75,0.115625,0.51875,0.98125,0.803589,0.115581,0.572427,1.03475
PEN_W,0.01,0.00375,0.0025,0.0175,0.0101588,0.00375,0.00265876,0.0176588
PEN_S,0.02,0.0075,0.005,0.035,0.0139541,0.00749983,-0.00104554,0.0289538
Z_BG,0.04,0.015,0.01,0.07,0.0457068,0.0149994,0.015708,0.0757056
Z_S,0.005,0.001875,0.00125,0.00875,0.00345864,0.00187497,-0.000291295,0.00720857
