name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.00494119,0.00249982,-5.84406e-05,0.00994082
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00199227,0.000684026,0.000624214,0.00336032
N_P,1.5,0.25625,0.9875,2.0125,1.50227,0.256154,0.989965,2.01458
N_M,2.05,0.5125,1.025,3.075,2.05552,0.511666,1.03219,3.07885
WR_P,0.1,0.044,0.012,0.188,0.117054,0.0439948,0.0290641,0.205043
WR_M,0.159488,0.059808,0.039872,0.279104,0.159901,0.059787,0.0403272,0.279475
TCS_P,0.439577,0.164841,0.109894,0.769259,0.449234,0.164692,0.119851,0.778617
TCS_M,0.952105,0.357039,0.238026,1.66618,0.949849,0.357011,0.235826,1.66387
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.104198,0.037883,0.0284323,0.179964
TCD_M,0.984405,0.369152,0.246101,1.72271,0.984608,0.369147,0.246314,1.7229
AF_P,1.50511,0.564418,0.376279,2.63395,1.50402,0.564338,0.375343,2.63269
AF_M,1.49939,0.562271,0.374847,2.62393,1.49935,0.562257,0.374836,2.62386
AUF_P,0.486935,0.182601,0.121734,0.852137,0.486643,0.182591,0.121461,0.851824
AUF_M,0.698884,0.262082,0.174721,1.22305,0.698884,0.262081,0.174721,1.22305
POR_P,0.63739,0.17275,0.29189,0.98289,0.601537,0.172595,0.256347,0.946727
POR_M,0.481031,0.180387,0.120258,0.841804,0.466104,0.180228,0.105648,0.826561
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,3.28555e-11,2.00493e-11,-7.24315e-12,7.29542e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74997e-14,1.00001e-13,2.49999e-13
DEN_P,900,337.5,225,1575,900,337.5,225,1575
DEN_M,1900,475,950,2850,1900,474.993,950.015,2849.99
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.556672,0.206073,0.144526,0.968818
E_BG,0.75,0.115625,0.51875,0.98125,0.765968,0.115562,0.534844,0.997092
PEN_W,0.01,0.00375,0.0025,0.0175,0.0102329,0.00375,0.00273288,0.0177329
PEN_S,0.02,0.0075,0.005,0.035,0.0251672,0.00749997,0.0101672,0.0401671
Z_BG,0.04,0.015,0.01,0.07,0.0427922,0.0149992,0.0127938,0.0727907
Z_S,0.005,0.001875,0.00125,0.00875,0.00383794,0.00187499,8.79523e-05,0.00758792
