name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
ALPHA_P,0.01,0.0025,0.005,0.015,0.00326114,0.00249938,-0.00173761,0.00825989
ALPHA_M,0.00182491,0.000684343,0.000456229,0.0031936,0.00217399,0.000684236,0.000805519,0.00354246
N_P,1.5,0.25625,0.9875,2.0125,1.50076,0.256182,0.9884,2.01313
N_M,2.05,0.5125,1.025,3.075,2.05874,0.511786,1.03517,3.08231
WR_P,0.1,0.044,0.012,0.188,0.132529,0.0439956,0.0445376,0.22052
WR_M,0.159488,0.059808,0.039872,0.279104,0.154936,0.0597881,0.0353594,0.274512
TCS_P,0.439577,0.164841,0.109894,0.769259,0.46504,0.164734,0.135573,0.794508
TCS_M,0.952105,0.357039,0.238026,1.66618,0.945019,0.357018,0.230983,1.65906
TCD_P,0.101023,0.0378838,0.0252559,0.176791,0.116344,0.0378834,0.0405772,0.192111
TCD_M,0.984405,0.369152,0.246101,1.72271,0.984341,0.36915,0.246042,1.72264
AF_P,1.50511,0.564418,0.376279,2.63395,1.50079,0.564346,0.372098,2.62948
AF_M,1.49939,0.562271,0.374847,2.62393,1.4998,0.562256,0.375292,2.62432
AUF_P,0.486935,0.182601,0.121734,0.852137,0.482637,0.182587,0.117463,0.847812
AUF_M,0.698884,0.262082,0.174721,1.22305,0.699147,0.262081,0.174985,1.22331
POR_P,0.63739,0.17275,0.29189,0.98289,0.557158,0.1726,0.211957,0.902358
POR_M,0.481031,0.180387,0.120258,0.841804,0.443581,0.180238,0.0831052,0.804058
PERM_P,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,3.32793e-11,2.00493e-11,-6.81935e-12,7.3378e-11
PERM_M,1e-13,3.75e-14,2.5e-14,1.75e-13,1.75e-13,3.74995e-14,1.00001e-13,2.49999e-13
DEN_P,900,337.5,225,1575,900,337.493,225.015,1574.99
DEN_M,1900,475,950,2850,1900,474.987,950.026,2849.97
ALBEDO_BG,0.55,0.20625,0.1375,0.9625,0.565302,0.206077,0.153147,0.977456
E_BG,0.75,0.115625,0.51875,0.98125,0.788971,0.115565,0.557841,1.0201
PEN_W,0.01,0.00375,0.0025,0.0175,0.0102104,0.00375,0.00271037,0.0177104
PEN_S,0.02,0.0075,0.005,0.035,0.0225869,0.00749982,0.00758725,0.0375865
Z_BG,0.04,0.015,0.01,0.07,0.0452438,0.0149994,0.015245,0.0752426
Z_S,0.005,0.001875,0.00125,0.00875,0.00257016,0.0018749,-0.00117964,0.00631996
