,11
alpha_p,0.0025
alpha_m,0.000456229
n_p,2.0045
n_m,2.04801
wr_p,0.234697
wr_m,0.179989
tcs_p,0.457156
tcs_m,0.949688
tcd_p,0.115349
tcd_m,0.984512
af_p,1.50419
af_m,1.49943
auf_p,0.478324
auf_m,0.698888
por_p,0.682143
por_m,0.485225
perm_p,9.35659e-11
perm_m,2.5e-14
den_p,900.0
den_m,1900.0
