,17
alpha_p,0.000313829
alpha_m,0.000328004
n_p,3.10816e-06
n_m,1.93659e-06
wr_p,1.10968e-05
wr_m,9.51135e-06
tcs_p,3.57838e-06
tcs_m,8.49585e-07
tcd_p,2.28173e-06
tcd_m,6.57312e-07
af_p,7.87912e-07
af_m,1.75835e-07
auf_p,1.4373e-06
auf_m,2.16282e-08
por_p,5.25715e-06
por_m,5.52487e-06
perm_p,8665.87
perm_m,2471330.0
den_p,4.43477e-08
den_m,2.10069e-08
