,17
alpha_p,0.0025
alpha_m,0.0031936
n_p,1.96927
n_m,2.05321
wr_p,0.225201
wr_m,0.205399
tcs_p,0.523622
tcs_m,0.940139
tcd_p,0.160725
tcd_m,0.976737
af_p,1.49809
af_m,1.49975
auf_p,0.451209
auf_m,0.698773
por_p,0.695971
por_m,0.459517
perm_p,1.33666e-11
perm_m,2.5e-14
den_p,900.0
den_m,1900.0
