name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.00375,0.0025,0.0175,0.0025,0.00374953,-0.00499905,0.00999905
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00234223,0.00068434,0.000973551,0.00371091
n_p,2.05,0.5125,1.025,3.075,2.04972,0.512456,1.02481,3.07464
n_m,2.05,0.5125,1.025,3.075,2.05,0.512466,1.02507,3.07493
wr_p,0.224324,0.0841216,0.056081,0.392567,0.226802,0.0841138,0.0585741,0.395029
wr_m,0.159488,0.059808,0.039872,0.279104,0.160502,0.059805,0.0408923,0.280112
tcs_p,0.439577,0.164841,0.109894,0.769259,0.441524,0.164827,0.111871,0.771177
tcs_m,0.952105,0.357039,0.238026,1.66618,0.951862,0.357035,0.237791,1.66593
tcd_p,0.101023,0.0378838,0.0252559,0.176791,0.103159,0.0378837,0.0273912,0.178926
tcd_m,0.984405,0.369152,0.246101,1.72271,0.984156,0.36915,0.245856,1.72246
af_p,1.50511,0.564418,0.376279,2.63395,1.50506,0.564409,0.376238,2.63388
af_m,1.49939,0.562271,0.374847,2.62393,1.49939,0.56227,0.374852,2.62393
auf_p,0.486935,0.182601,0.121734,0.852137,0.485963,0.182598,0.120768,0.851158
auf_m,0.698884,0.262082,0.174721,1.22305,0.698882,0.262081,0.17472,1.22305
por_p,0.637395,0.239023,0.159349,1.11544,0.638141,0.238986,0.160169,1.11611
por_m,0.481031,0.180387,0.120258,0.841804,0.481629,0.180373,0.120884,0.842374
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.11093e-11,2.00498e-11,5.10096e-11,1.31209e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74998e-14,-4.99996e-14,9.99996e-14
den_p,900,337.5,225,1575,900,337.5,225,1575
den_m,1900,475,950,2850,1900,474.999,950.002,2850
