name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.00375,0.0025,0.0175,0.0025,0.0037495,-0.004999,0.009999
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00287557,0.000684341,0.00150689,0.00424425
n_p,2.05,0.5125,1.025,3.075,2.0396,0.51239,1.01482,3.06438
n_m,2.05,0.5125,1.025,3.075,2.04957,0.512441,1.02468,3.07445
wr_p,0.224324,0.0841216,0.056081,0.392567,0.231123,0.0841137,0.0628955,0.39935
wr_m,0.159488,0.059808,0.039872,0.279104,0.164855,0.0598051,0.0452446,0.284465
tcs_p,0.439577,0.164841,0.109894,0.769259,0.452585,0.164826,0.122933,0.782238
tcs_m,0.952105,0.357039,0.238026,1.66618,0.950188,0.357035,0.236119,1.66426
tcd_p,0.101023,0.0378838,0.0252559,0.176791,0.111219,0.0378837,0.035452,0.186987
tcd_m,0.984405,0.369152,0.246101,1.72271,0.98293,0.369149,0.244632,1.72123
af_p,1.50511,0.564418,0.376279,2.63395,1.50391,0.564405,0.375104,2.63272
af_m,1.49939,0.562271,0.374847,2.62393,1.4994,0.56227,0.374864,2.62395
auf_p,0.486935,0.182601,0.121734,0.852137,0.481438,0.182598,0.116243,0.846634
auf_m,0.698884,0.262082,0.174721,1.22305,0.698833,0.262082,0.17467,1.223
por_p,0.637395,0.239023,0.159349,1.11544,0.647652,0.238981,0.169691,1.12561
por_m,0.481031,0.180387,0.120258,0.841804,0.483524,0.180373,0.122777,0.844271
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,9.35659e-11,2.00498e-11,5.34662e-11,1.33666e-10
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74999e-14,-4.99997e-14,9.99997e-14
den_p,900,337.5,225,1575,900,329.125,241.751,1558.25
den_m,1900,475,950,2850,1900,469.803,960.394,2839.61
