name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
alpha_p,0.01,0.00375,0.0025,0.0175,0.00723252,0.00374999,-0.000267456,0.0147325
alpha_m,0.00182491,0.000684343,0.000456229,0.0031936,0.00215044,0.00068434,0.000781764,0.00351912
n_p,2.05,0.5125,1.025,3.075,2.0499,0.512488,1.02492,3.07487
n_m,2.05,0.5125,1.025,3.075,2.05003,0.512463,1.0251,3.07495
wr_p,0.224324,0.0841216,0.056081,0.392567,0.225232,0.0841131,0.0570057,0.393458
wr_m,0.159488,0.059808,0.039872,0.279104,0.159717,0.0598051,0.0401068,0.279327
tcs_p,0.439577,0.164841,0.109894,0.769259,0.440138,0.164829,0.110481,0.769796
tcs_m,0.952105,0.357039,0.238026,1.66618,0.952023,0.357036,0.237952,1.66609
tcd_p,0.101023,0.0378838,0.0252559,0.176791,0.101617,0.0378836,0.02585,0.177384
tcd_m,0.984405,0.369152,0.246101,1.72271,0.984346,0.36915,0.246045,1.72265
af_p,1.50511,0.564418,0.376279,2.63395,1.5051,0.564417,0.376269,2.63394
af_m,1.49939,0.562271,0.374847,2.62393,1.49939,0.562271,0.374848,2.62393
auf_p,0.486935,0.182601,0.121734,0.852137,0.48663,0.182597,0.121436,0.851825
auf_m,0.698884,0.262082,0.174721,1.22305,0.698882,0.262081,0.17472,1.22305
por_p,0.637395,0.239023,0.159349,1.11544,0.637701,0.238994,0.159712,1.11569
por_m,0.481031,0.180387,0.120258,0.841804,0.481101,0.180372,0.120356,0.841846
perm_p,5.34662e-11,2.00498e-11,1.33666e-11,9.35659e-11,5.43584e-11,2.00498e-11,1.42587e-11,9.4458e-11
perm_m,1e-13,3.75e-14,2.5e-14,1.75e-13,2.5e-14,3.74999e-14,-4.99997e-14,9.99997e-14
den_p,900,337.5,225,1575,900,337.5,225,1575
den_m,1900,475,950,2850,1900,474.999,950.002,2850
