,14
alpha_p,4.94846e-05
alpha_m,0.000913203
n_p,1.50913e-06
wr_p,6.57851e-06
por_p,1.02967e-05
por_m,8.54049e-06
perm_p,35767.4
perm_m,3823440.0
pen_s,2.83901e-17
z_bg,2.56034e-05
z_s,5.67803e-17
b_bc,2.52115e-08
