,3
alpha_p,0.000158056
alpha_m,0.000329014
n_p,1.79126e-06
n_m,1.19386e-06
wr_p,1.0698e-05
wr_m,9.90029e-06
tcs_p,3.73401e-06
tcs_m,1.0937e-06
tcd_p,3.51407e-06
tcd_m,4.40203e-07
af_p,5.09082e-07
af_m,1.56845e-07
auf_p,1.76045e-06
auf_m,9.6043e-08
por_p,4.63602e-06
por_m,5.25674e-06
perm_p,4579.96
perm_m,804846.0
den_p,4.38912e-08
den_m,2.07964e-08
b_bc,1.31823e-08
