,6
alpha_p,9.50197e-05
alpha_m,0.000113153
n_p,1.04482e-05
wr_p,6.05846e-05
por_p,1.6216e-05
por_m,1.82343e-05
perm_p,3242.81
perm_m,1275200.0
pen_s,1.76383e-06
z_bg,1.44495e-06
z_s,0.000189072
b_bc,4.50417e-08
