TIMESTAMP,Soil moisture at - 0.04 m (%),Soil moisture at - 0.1 m (%),Soil moisture at - 0.2 m (%),Soil moisture at - 0.4 m (%),Soil moisture at - 0.8 m (%),Soil moisture at - 1.2 m (%),Soil moisture at - 1.6 m (%),Soil temperature at - 0.04 m (K),Soil temperature at - 0.1 m (K),Soil temperature at - 0.2 m (K),Soil temperature at - 0.4 m (K),Soil temperature at - 0.8 m (K),Soil temperature at - 1.2 m (K),Soil temperature at - 1.6 m (K)
2016-02-06,16.010170474,16.0102290193,16.0103066208,8.73532329043,8.73563354391,8.73602073418,8.73642733728,257.252195785,259.030733579,260.851603867,261.798418883,263.39133136,264.838218284,265.948826489
2016-02-07,16.0102161247,16.0102587615,16.010321142,8.73534137396,8.73562492008,8.73599794822,8.73639396149,258.674264007,259.789257452,261.141163951,261.906934406,263.353583957,264.765470941,265.869226088
2016-02-08,16.010244979,16.010283368,16.0103370202,8.73537023138,8.73562669636,8.73598071022,8.73636387511,259.448210277,260.357518352,261.442500341,262.074795912,263.361853834,264.709562853,265.795909022
2016-02-09,16.0103238254,16.010334845,16.0103667909,8.73542540571,8.73564259258,8.73597136201,8.73633866534,261.193178938,261.402119893,261.968393328,262.381387072,263.43217652,264.67892291,265.733300085
2016-02-10,16.0103589133,16.0103691608,16.0103926821,8.73548328015,8.73566821656,8.73597017296,8.7363193502,261.833909806,262.008225183,262.388639654,262.684327217,263.543019073,264.675009295,265.684586313
2016-02-11,16.0104022222,16.0104038774,16.0104184723,8.73554329716,8.73570035115,8.73597624066,8.73630619658,262.535600062,262.560687844,262.776856517,262.980395838,263.67822666,264.694941722,265.651035071
2016-02-12,16.0103413332,16.0103821955,16.0104193059,8.73556699103,8.73572684891,8.7359857597,8.73629811224,261.521745599,262.22231039,262.788935409,263.092299195,263.786673093,264.726018879,265.63026034
2016-02-13,16.0103138913,16.0103637701,16.0104138021,8.73556995344,8.73574365961,8.73599496173,8.73629319937,260.998314339,261.917204971,262.708654951,263.105835545,263.854081481,264.755839274,265.617577786
2016-02-14,16.010267278,16.0103318607,16.0103980185,8.73554886279,8.7357476447,8.7360005809,8.7362892744,259.991592826,261.346263985,262.471343589,263.005897005,263.869799904,264.77394277,265.607413933
2016-02-15,16.0102518317,16.0103150332,16.0103855922,8.73552418261,8.73574229389,8.73600131194,8.73628459292,259.619940872,261.021038225,262.276748986,262.886591698,263.848376733,264.776292094,265.595254274
2016-02-16,16.0102447844,16.0103059611,16.0103769456,8.73550277328,8.73573210822,8.73599755191,8.73627821099,259.44326893,260.838115411,262.137086031,262.780894399,263.807473779,264.764194101,265.578612954
2016-02-17,16.0102507134,16.0103066702,16.0103739985,8.73549056038,8.73572161247,8.73599081894,8.7362700137,259.592213283,260.852613082,262.088657211,262.719756894,263.765007512,264.742440835,265.557127445
2016-02-18,16.0102027998,16.0102749707,16.0103553254,8.73545469476,8.73570388493,8.73598035601,8.73625968427,258.28635275,260.169133909,261.771575912,262.535076071,263.692326823,264.708406029,265.529874851
2016-02-19,16.0101376458,16.0102219106,16.0103193327,8.73538181873,8.73566938072,8.73596278307,8.73624590262,256.042128051,258.836429753,261.10583527,262.138135799,263.547419035,264.650602999,265.493200323
2016-02-20,16.0102097072,16.0102564772,16.0103273089,8.73537158671,8.7356430483,8.73594218339,8.73622901601,258.490015817,259.733917298,261.260031479,262.081402017,263.433989251,264.581802168,265.447766889
2016-02-21,16.0102744828,16.0103015612,16.010349804,8.73540069785,8.73563481128,8.7359247779,8.73621125127,260.158017157,260.747386964,261.674290321,262.246005762,263.398246715,264.522773157,265.399370466
2016-02-22,16.0102424695,16.0102938659,16.0103513903,8.7354090891,8.73563163294,8.73591130292,8.73619427586,259.384218598,260.585434651,261.70241073,262.292201941,263.384467546,264.476498278,265.352538355
2016-02-23,16.0101947733,16.0102623003,16.0103356387,8.73538499794,8.73562111407,8.73589841935,8.73617801165,258.04242231,259.874087905,261.416886095,262.158000522,263.337887521,264.43177591,265.307120888
2016-02-24,16.0101849028,16.0102486418,16.0103237946,8.73535751347,8.73560437524,8.73588391025,8.73616163926,257.73116329,259.540543211,261.192585025,262.001089224,263.262761581,264.380841377,265.260850266
2016-02-25,16.0102100799,16.0102604496,16.0103256469,8.73535054902,8.73559019954,8.73586882199,8.73614497336,258.500846059,259.829858522,261.228230609,261.961087865,263.198315573,264.327222404,265.213171774
2016-02-26,16.0103048014,16.0103170559,16.0103528946,8.73538968834,8.73559171326,8.73585766121,8.73612936222,260.814332034,261.061079323,261.72894995,262.185503382,263.205544653,264.287125891,265.167971853
2016-02-27,16.0103781909,16.0103712502,16.0103853064,8.73545029445,8.73560939804,8.73585376954,8.73611675302,262.157423366,262.043107224,262.272188302,262.514309297,263.286111014,264.273056564,265.131076523
2016-02-28,16.0104817876,16.0104388904,16.010425454,8.73553033854,8.7356420464,8.7358587898,8.73610885439,263.620430458,263.064819723,262.87716212,262.918302979,263.431052531,264.291197464,265.107785996
2016-02-29,16.0105772781,16.0105051138,16.0104674523,8.73562033192,8.7356864235,8.73587277928,8.73610669609,264.660846224,263.897520163,263.441723036,263.336203585,263.620998614,264.341350338,265.10139773
2016-03-01,16.0104306362,16.0104555585,16.0104647033,8.73565052898,8.73572334313,8.7358910359,8.73610946279,262.950363395,263.288263021,263.406681112,263.468631504,263.773166504,264.405932178,265.109584921
2016-03-02,16.0104691002,16.0104695366,16.0104749429,8.73568208601,8.73575496474,8.73591059342,8.73611571391,263.462607529,263.468122733,263.535933341,263.603192725,263.899558019,264.474047657,265.128020422
2016-03-03,16.0106723657,16.0105690677,16.0105209384,8.73576430853,8.73579637423,8.73593328023,8.73612511944,265.49271042,264.580431091,264.0764714,263.936484959,264.059939268,264.551711797,265.155596121
2016-03-04,16.0104926155,16.0105132796,16.0105158735,8.73578827315,8.73583105059,8.73595695072,8.73613693176,263.751096934,263.99073851,264.019956043,264.029201558,264.189860441,264.631238761,265.189954125
2016-03-05,16.0106102455,16.0105637127,16.0105399174,8.73583785999,8.73586654488,8.73598140231,8.73615060094,264.969049422,264.527153176,264.282141834,264.215055389,264.318970588,264.711822238,265.229337283
2016-03-06,16.0108019572,16.0106622223,16.010587672,8.73592720387,8.7359126995,8.73600894387,8.73616645049,266.394285806,265.411845153,264.76050152,264.530881117,264.481278226,264.800738358,265.274505408
2016-03-07,16.0107415159,16.0106689459,16.0106093571,8.73599283239,8.73596078257,8.73603937816,8.73618465323,266.001828226,265.46563691,264.961038766,264.7487661,264.64395923,264.896786404,265.32573271
2016-03-08,16.0105873962,16.0106023098,16.0105956207,8.73600247998,8.73599665616,8.7360691761,8.73620430009,264.75788712,264.896930452,264.835142465,264.780022949,264.761293138,264.98865733,265.380263296
2016-03-09,16.0103409164,16.0104440023,16.0105235494,8.73590433476,8.73599731034,8.73609053261,8.73622260364,261.514133974,263.134420058,264.105332435,264.451905558,264.763319637,265.053223311,265.430369286
2016-03-10,16.0103489616,16.0104192365,16.0104942028,8.73583479339,8.73597998106,8.73610127689,8.73623711462,261.659300847,262.787932095,263.769950946,264.202881621,264.706930975,265.085311706,265.469624974
2016-03-11,16.0105947,16.0105401759,16.0105393369,8.7358833686,8.73598295897,8.73610923732,8.73624847178,264.826565426,264.284878058,264.275989556,264.378783832,264.716670289,265.108918364,265.500064572
2016-03-12,16.0105243131,16.0105374522,16.0105497201,8.73591192226,8.73599500017,8.73611816226,8.73625824748,264.113739776,264.255957781,264.384749672,264.478548695,264.755775846,265.135217408,265.526068218
2016-03-13,16.0105650114,16.0105604875,16.0105643326,8.73594408971,8.73601226211,8.73612910405,8.73626769572,264.540135086,264.494743049,264.533354122,264.588175833,264.811174149,265.167219901,265.551029199
2016-03-14,16.0106431739,16.010606597,16.0105894966,8.73599360036,8.73603678796,8.73614300981,8.7362778044,265.255264592,264.936049996,264.777753271,264.751440567,264.888602304,265.207515449,265.577550208
2016-03-15,16.0108821352,16.0107244839,16.0106443759,8.73609101911,8.73607738609,8.73616251932,8.73628989819,266.85275427,265.882837407,265.265332886,265.054538464,265.013572005,265.263351639,265.609031155
2016-03-16,16.0109819778,16.0108022709,16.0106927861,8.736194511,8.7361299224,8.73618865537,8.73630510429,267.343262507,266.396209816,265.650468404,265.352792479,265.169602162,265.336904323,265.64823503
2016-03-17,16.010745483,16.0107268968,16.010686358,8.73622664885,8.73617395186,8.73621756397,8.73632307041,266.028984587,265.899936123,265.601516221,265.441194657,265.295698999,265.416639393,265.694019814
2016-03-18,16.0105921849,16.0106366623,16.0106540003,8.73619927837,8.73619768136,8.73624371522,8.73634203302,264.803043469,265.200270599,265.345030453,265.366399561,265.361977734,265.487346132,265.74172693
2016-03-19,16.0107676494,16.0107065365,16.0106772939,8.73623229545,8.7362219453,8.73626766609,8.73636100653,266.176993067,265.753075169,265.531389522,265.456611738,265.428575555,265.550951188,265.7888395
2016-03-20,16.010803315,16.0107415369,16.0106990315,8.73627777816,8.7362509351,8.73629135881,8.73637996541,266.40260653,266.001972367,265.697423755,265.577415312,265.5066335,265.612815095,265.835306462
2016-03-21,16.0108758685,16.0107863153,16.0107254526,8.73633445485,8.73628548946,8.73631631751,8.73639934053,266.819179947,266.296924742,265.889711635,265.72259478,265.597585547,265.67687807,265.882176653
2016-03-22,16.0107554365,16.0107445693,16.0107206836,8.73635110717,8.73631447835,8.73634114411,8.73641903291,266.096217458,266.02274815,265.855743379,265.764279132,265.672194841,265.739504546,265.929187884
2016-03-23,16.0106655823,16.0106921314,16.0107015537,8.73633480909,8.73633148747,8.73636322027,8.73643824343,265.438820572,265.645512474,265.716220215,265.723626368,265.715272794,265.794296409,265.974452228
2016-03-24,16.0105483545,16.0106155779,16.0106644042,8.73627913046,8.73633082461,8.73637941303,8.73645560192,264.370598676,265.016803694,265.42938405,265.580911949,265.713586823,265.833961117,266.014855569
2016-03-25,16.0105207047,16.0105822496,16.0106392017,8.73622670573,8.7363187738,8.7363887729,8.73646995294,264.073879526,264.708806684,265.221808568,265.44124652,265.683062933,265.856689153,266.047908428
2016-03-26,16.0105135952,16.01056848,16.010624407,8.73618819737,8.73630284828,8.73639243337,8.73648085394,263.99430388,264.57461616,265.094654602,265.335280781,265.642335023,265.865538365,266.072806378
2016-03-27,16.0106171745,16.0106198049,16.010641785,8.73620180501,8.73629758045,8.73639452385,8.73648912486,265.030992994,265.054262361,265.243599172,265.373235564,265.628775742,265.870582244,266.09157821
2016-03-28,16.0107183633,16.0106824583,16.0106720239,8.73624936936,8.73630774317,8.73639919663,8.73649642507,265.839101321,265.571504155,265.49001287,265.502445878,265.654919012,265.881830815,266.108062292
2016-03-29,16.0107266484,16.010704076,16.0106903969,8.73629125807,8.73632606051,8.73640762718,8.73650412777,265.898179537,265.734922516,265.632348549,265.612554091,265.701538258,265.902035443,266.125369917
2016-03-30,16.0107704426,16.010733592,16.010709979,8.73633529003,8.73634949146,8.7364196691,8.73651302593,266.195206564,265.946959412,265.778324236,265.724827816,265.760296171,265.930696269,266.145255469
2016-03-31,16.0107656947,16.010741443,16.0107214526,8.73636913781,8.73637376297,8.73643426194,8.73652331862,266.1641896,266.001327464,265.861242691,265.808832989,265.820157822,265.965118758,266.168114123
2016-04-01,16.0108073193,16.0107664233,16.0107376744,8.73640740969,8.73639955722,8.73645080742,8.73653496697,266.427025877,266.168967355,265.975332943,265.901492471,265.88269143,266.00374266,266.193799794
2016-04-02,16.0111827015,16.0109301131,16.0108054833,8.7365195933,8.73644338158,8.73647248207,8.73654880455,268.129037315,267.098427534,266.415851308,266.159540151,265.986458877,266.053700967,266.224062416
2016-04-03,16.0116132592,16.0111244865,16.0108929375,8.73667911813,8.73650959037,8.73650264955,8.73656629793,269.257675087,267.923989061,266.909796841,266.495370237,266.137545615,266.122055187,266.261936283
2016-04-04,16.012009543,16.0113055081,16.0109813227,8.73685598549,8.73659332299,8.73654243978,8.73658867867,269.924324315,268.512743289,267.340294114,266.830971531,266.319462814,266.21017631,266.309777126
2016-04-05,16.0116852551,16.0112825314,16.0110156703,8.73697307172,8.7366762505,8.73658874634,8.73661589386,269.398583719,268.445488788,267.491943184,267.035220376,266.490349306,266.309920747,266.367042603
2016-04-06,16.0120249659,16.0113990337,16.0110735641,8.73710350264,8.73676040682,8.73663952068,8.73664733684,269.945673826,268.767703838,267.730346498,267.247045475,266.655035558,266.415966891,266.431993111
2016-04-07,16.0114908969,16.0112672683,16.0110642473,8.73715127491,8.73683028083,8.7366906762,8.73668161559,268.992180035,268.399720916,267.693349921,267.321593175,266.785626145,266.519456904,266.501364974
2016-04-08,16.0112774207,16.0111635852,16.0110385159,8.73714983649,8.73688023564,8.73673815587,8.73671684631,268.430262613,268.063506905,267.5884895,267.31993609,266.87580631,266.612637238,266.571150563
2016-04-09,16.0116638191,16.0112932157,16.0110814767,8.73722157786,8.73693169626,8.73678319073,8.73675214615,269.357710522,268.477004147,267.761374765,267.427348341,266.965953152,266.698574155,266.639584069
2016-04-10,16.0122918069,16.0115198057,16.0111663638,8.73736569015,8.73699968313,8.73682997293,8.73678804163,270.274827007,269.05812883,268.073138355,267.631064887,267.080975516,266.785428662,266.70769292
2016-04-11,16.0117026732,16.0114093533,16.0111684685,8.73742706024,8.7370631032,8.73687765582,8.73682470545,269.431151037,268.794125122,268.080409107,267.713959956,267.184433206,266.871524664,266.775769062
2016-04-12,16.0115867736,16.0113546254,16.0111627081,8.73745472596,8.73711537966,8.7369238267,8.7368616042,269.203130543,268.650240617,268.060459044,267.750678058,267.267079907,266.95264731,266.842809592
2016-04-13,16.0125071487,16.0116325092,16.0112516173,8.73759339218,8.73718159652,8.73697130653,8.73689902638,270.494834569,269.2963798,268.351853418,267.925190396,267.368363807,267.033860628,266.909341788
2016-04-14,16.0126158355,16.0117518599,16.011318705,8.73773528491,8.73725896,8.73702210086,8.73693767547,270.593540407,269.520130469,268.550507126,268.092411585,267.482239229,267.118363979,266.976562754
2016-04-15,16.0128235665,16.0118565494,16.0113791421,8.73787323121,8.73734231668,8.73707646895,8.73697805885,270.763092451,269.695996566,268.71585832,268.244889519,267.599904304,267.206202573,267.045233617
2016-04-16,16.0120850058,16.0116832321,16.0113632215,8.73791626105,8.73741218511,8.73713097897,8.73701966402,270.026155661,269.394764078,268.67346797,268.29119425,267.694821928,267.291678906,267.114364614
2016-04-17,16.0113418647,16.0113467233,16.011259112,8.73781011335,8.73744359794,8.73717848165,8.73706044041,268.615310851,268.628674042,268.374895533,268.1778574,267.73658934,267.36414014,267.180580022
2016-04-18,16.0112420239,16.01123632,16.0111960058,8.73770524209,8.73744726755,8.73721539949,8.73709817467,268.322031696,268.304123761,268.173653871,268.059638739,267.741579107,267.419199651,267.240543413
2016-04-19,16.0113124197,16.0112420163,16.0111808127,8.73765902669,8.73744505592,8.73724351444,8.73713186047,268.532598646,268.322007922,268.122637971,268.005562232,267.738774144,267.460415873,267.293040494
2016-04-20,16.0114598351,16.0113052503,16.0111981979,8.73767157604,8.73745182101,8.7372672981,8.7371619401,268.918902893,268.511999328,268.180929092,268.020285913,267.747673393,267.494811283,267.339116722
2016-04-21,16.011480277,16.0113288534,16.0112111431,8.73769499318,8.73746649034,8.7372898304,8.73718944693,268.967414777,268.579130756,268.223460608,268.04764256,267.766807868,267.527006355,267.380606662
2016-04-22,16.0115660498,16.0113726471,16.0112320257,8.73773448959,8.73748874743,8.73731296317,8.73721545095,269.159371413,268.698662092,268.290553271,268.09312008,267.795557599,267.559671124,267.41927566
2016-04-23,16.0114412138,16.011332121,16.0112259341,8.73774255382,8.73750898908,8.7373360831,8.73724045897,268.873718895,268.588270992,268.271171779,268.102396096,267.821446291,267.591931664,267.455966031
2016-04-24,16.0115165821,16.0113586416,16.0112369183,8.73776593085,8.7375303527,8.73735914386,8.73726474176,269.050878902,268.661122804,268.306008262,268.128851956,267.848488719,267.623731971,267.491134807
2016-04-25,16.0115978614,16.0114011055,16.01125741,8.73780646369,8.73755621298,8.73738288263,8.73728864311,269.226150318,268.773033953,268.369682491,268.174022208,267.880837621,267.656080249,267.525319277
2016-04-26,16.0115277873,16.0113847475,16.0112603404,8.73782822746,8.73758121271,8.73740691504,8.73731230858,269.075969073,268.730592286,268.378651116,268.198004183,267.91173525,267.688435924,267.558752151
2016-04-27,16.011481182,16.0113638493,16.0112570123,8.73783625843,8.73760238545,8.73743030738,8.73733560827,268.969536757,268.675155013,268.368462436,268.206840387,267.937624113,267.719557158,267.59127294
2016-04-28,16.011893834,16.0115250905,16.0113147328,8.73792411319,8.73763745714,8.73745570924,8.73735908431,269.754575622,269.069958763,268.539205326,268.300549115,267.97988935,267.752943045,267.623650319
2016-04-29,16.012259907,16.0116966031,16.0113891786,8.73805688072,8.73769139667,8.73748625913,8.73738387917,270.239088966,269.419865994,268.742170329,268.435437083,268.043514584,267.792542308,267.65742973
2016-04-30,16.0133699109,16.0120450716,16.0115157977,8.73827161916,8.73777295013,8.7375256587,8.73741162304,271.117446482,269.973083906,269.04911096,268.637812606,268.136685347,267.842742404,267.694728803
2016-05-01,16.0143921051,16.0123706597,16.0116463567,8.73851693167,8.73787772425,8.73757559947,8.73744376491,271.558956499,270.359504464,269.323748095,268.848252115,268.251370978,267.905005401,267.737297036
2016-05-02,16.0125127451,16.0120266655,16.0116171149,8.73858073972,8.73796505185,8.73762988131,8.73747976782,270.500103307,269.948009166,269.265489761,268.900639698,268.343022639,267.971005688,267.784178047
2016-05-03,16.0131646574,16.0121738544,16.0116679337,8.73869036648,8.73804691643,8.73768564471,8.73751855434,270.997417532,270.138086655,269.36562525,268.986411119,268.425814866,268.037059305,267.833761869
2016-05-04,16.0144235635,16.0125045261,16.0117774268,8.73888092268,8.73814122134,8.73774452823,8.73755984625,271.569516239,270.492358296,269.564716321,269.126913014,268.517581867,268.104961399,267.885527449
2016-05-05,16.0158032374,16.0128485333,16.0119018553,8.73911251744,8.73825171142,8.73780869994,8.73760403096,271.92567082,270.78196526,269.766918685,269.28510282,268.620519784,268.176889316,267.939788197
2016-05-06,16.0189805866,16.0133295543,16.0120545335,8.73939084306,8.73838020525,8.73787985825,8.7376517645,272.343539585,271.09491792,269.985821326,269.45900681,268.734455772,268.254231882,267.997134427
2016-05-07,16.0245659682,16.0138625068,16.0122189694,8.7396980194,8.73852473478,8.73795870262,8.73770361209,272.645571141,271.357252898,270.191899843,269.633197737,268.855771694,268.337101727,268.057976256
2016-05-08,16.033414956,16.0143701244,16.0123797495,8.74001229098,8.73868051118,8.73804480189,8.73775981374,272.833167836,271.551493868,270.368945374,269.794856986,268.979103922,268.424376813,268.122287146
2016-05-09,17.2623890446,16.0153080626,16.0125881061,8.74037969965,8.73885091392,8.73813824333,8.73782051423,273.200592748,271.817979063,270.569063126,269.965265435,269.105936817,268.515499856,268.189903232
2016-05-10,20.7238567002,16.0217747575,16.0131219119,8.74106645499,8.73907277933,8.73824458875,8.73788698817,273.224504318,272.529500448,270.970610493,270.238536893,269.259496383,268.614925589,268.261845885
2016-05-11,21.3114346224,16.2348321272,16.01394451,8.7420485097,8.73936100108,8.73836993249,8.73796134847,273.986765945,273.13388509,271.391774597,270.553861531,269.441810259,268.726647876,268.339832875
2016-05-12,20.7309506246,16.0778803774,16.0143078821,8.7427734646,8.73966242508,8.73851065332,8.73804413657,273.748486566,273.039288502,271.529976258,270.746953393,269.614739564,268.845547201,268.423714837
2016-05-13,18.8976557052,16.0199699389,16.013878775,8.74279533013,8.73989479959,8.73865248281,8.73813267169,273.217419574,272.42093447,271.364209113,270.756545909,269.737591521,268.958941737,268.510167459
2016-05-14,17.0750698485,16.0179903064,16.0137097347,8.74276889187,8.74006746154,8.73878592277,8.73822322925,273.196442272,272.247609176,271.289177274,270.752003029,269.823587098,269.060183489,268.59530803
2016-05-15,16.0327562505,16.0163684083,16.0135225157,8.74266044852,8.74019082679,8.73890641336,8.73831257845,272.824155426,272.029066516,271.198339382,270.726521297,269.882522112,269.147392775,268.676234296
2016-05-16,16.0212311386,16.0153119093,16.0133370242,8.74249483214,8.74027249395,8.73901206479,8.73839833783,272.500370146,271.818888809,271.099125541,270.685247839,269.920517745,269.220787678,268.751187508
2016-05-17,17.059168105,16.0169466078,16.0135439113,8.74270710397,8.74037465296,8.73910994344,8.7384803933,273.196039688,272.118178957,271.209167854,270.738694642,269.966465012,269.286366013,268.820535201
