,3
alpha_p,0.0025
alpha_m,0.00181381
n_p,2.04969
n_m,2.05003
wr_p,0.228023
wr_m,0.161782
tcs_p,0.442337
tcs_m,0.951793
tcd_p,0.1037
tcd_m,0.984239
af_p,1.50507
af_m,1.49941
auf_p,0.485737
auf_m,0.698884
por_p,0.638408
por_m,0.481638
perm_p,1.33666e-11
perm_m,1.18799e-13
den_p,900.0
den_m,1900.0
b_bc,268.45
